"Name","Total Territory Points","Platoon Units","Combat Waves","Rogue Actions","P1 Deployed","P1 Territory Points","P1 Deployed GP","P1 Combat Attempts","P1 Special Attempts","P1 Waves","P2 Deployed","P2 Territory Points","P2 Deployed GP","P2 Combat Attempts","P2 Special Attempts","P2 Waves","P3 Deployed","P3 Territory Points","P3 Deployed GP","P3 Combat Attempts","P3 Special Attempts","P3 Waves","P4 Deployed","P4 Territory Points","P4 Deployed GP","P4 Combat Attempts","P4 Special Attempts","P4 Waves","P5 Deployed","P5 Territory Points","P5 Deployed GP","P5 Combat Attempts","P5 Special Attempts","P5 Waves","P6 Deployed","P6 Territory Points","P6 Deployed GP","P6 Combat Attempts","P6 Special Attempts","P6 Waves"
"Trask droll",65618180,33,44,0,"No",3425732,1925732,6,0,9,"Yes",12875693,10500693,10,0,11,"Yes",12627249,10508499,10,1,10,"Yes",12192718,10512874,4,0,6,"Yes",12494736,10520360,5,0,5,"Yes",12002052,10521270,4,0,3
"Chikiller",58952362,11,45,0,"Yes",12296566,10096566,10,0,16,"Yes",11596566,10096566,10,0,10,"Yes",12556566,10096566,10,1,11,"Yes",10925316,10096566,7,0,5,"Yes",11577348,10096566,4,0,3,"No",0,0,0,0,0
"Geralt of Rivia",63223226,19,43,0,"Yes",10446148,8946148,9,0,15,"Yes",10948414,8948414,9,0,11,"Yes",10653400,8967150,8,1,7,"Yes",9667275,9163525,7,0,3,"Yes",10863682,9163525,4,0,4,"Yes",10644307,9163525,2,0,3
"T",73707880,37,59,0,"Yes",12308058,10008058,11,0,17,"Yes",11760186,10010186,10,0,10,"Yes",12548485,10017235,9,1,12,"Yes",11884702,10022045,7,0,5,"Yes",12987131,10025567,6,0,9,"Yes",12219318,10025567,4,0,6
"Marl Jewel",76368430,16,57,0,"Yes",12906375,10406375,13,0,19,"Yes",13031375,10406375,11,0,13,"Yes",12599774,10409774,10,1,10,"Yes",13267130,10427442,8,0,9,"Yes",12635697,10441946,5,0,3,"Yes",11928079,10447297,3,0,3
"Fidget92",64898524,15,37,0,"Yes",10982034,9182034,10,0,12,"Yes",11432555,9682555,8,0,9,"Yes",12164876,9276126,8,1,11,"No",8745184,7900184,3,0,2,"Yes",10896625,9690062,4,0,2,"Yes",10677250,9690062,3,0,1
"BobaChuck91",69679670,9,50,1,"Yes",11822047,9622047,10,0,16,"Yes",11123103,9623103,8,0,8,"Yes",11652021,9624521,6,1,9,"Yes",11193577,9625452,6,0,9,"Yes",12318297,9630952,4,0,5,"Yes",11570625,9633543,4,0,3
"Dârth Jungle Asian",73980750,15,59,0,"Yes",12546114,10146114,12,0,18,"Yes",11771671,10146671,10,0,11,"Yes",12681767,10150517,9,1,12,"Yes",11821233,10157639,8,0,9,"Yes",12124755,10150379,5,0,5,"Yes",13035210,10165784,4,0,4
"Excessive Fist",59758307,27,9,0,"Yes",9055526,9055526,0,0,0,"Yes",10070220,9070220,2,0,2,"Yes",9764403,9081903,3,0,1,"Yes",9276506,9276506,0,0,0,"Yes",10760437,9279655,2,0,3,"Yes",10831215,9350433,2,0,3
"Blattu",81926805,12,94,0,"Yes",13073109,9973109,13,0,22,"Yes",13223142,9973142,11,0,18,"Yes",13794590,9973340,11,1,16,"Yes",14403580,9973423,11,0,17,"Yes",14421320,9978974,8,0,12,"Yes",13011064,10049500,6,0,9
"Jonesmalones",83330171,50,75,2,"Yes",13821811,11621811,11,0,19,"Yes",14121877,11621877,10,0,15,"Yes",14937641,11673891,11,1,16,"Yes",14865736,11678704,8,0,16,"Yes",12178086,11684492,1,0,2,"Yes",13405020,11704863,6,0,7
"Taco Hat",55428097,14,4,0,"Yes",9318612,9118612,8,0,2,"Yes",9119376,9119376,6,0,0,"Yes",9120649,9120649,2,0,0,"Yes",9123642,9123642,0,0,0,"Yes",9125657,9125657,0,0,0,"Yes",9620161,9126567,2,0,2
"Scof",60834987,24,30,1,"Yes",10342500,8342500,10,0,14,"Yes",8342500,8342500,0,0,0,"Yes",10716879,8344379,6,1,8,"Yes",10339067,8344379,5,0,4,"Yes",10318771,8344395,3,0,2,"Yes",10775270,8344594,3,0,2
"Puck",68138204,20,71,1,"Yes",13001784,10301784,13,0,21,"Yes",12055199,10305199,12,0,12,"Yes",14128726,10307476,11,1,16,"Yes",14503022,10318646,11,0,15,"No",2369416,888634,2,0,3,"Yes",12080057,10379900,4,0,4
"RoTahn Taske",78007195,7,50,2,"Yes",12746923,10546923,9,0,16,"Yes",12922150,10547150,11,0,11,"Yes",12824907,10547407,6,1,6,"Yes",13567308,10548870,9,0,11,"Yes",12961996,10548870,4,0,4,"Yes",12983911,10553235,4,0,2
"MINI DarthAzazel",58052785,24,61,0,"No",1657493,857493,5,0,8,"Yes",13133393,10508393,11,0,13,"Yes",13468393,10508393,11,1,14,"No",3895624,1695780,7,0,12,"Yes",13689332,10508393,7,0,10,"Yes",12208550,10508393,6,0,4
"Tranced",85650961,37,94,0,"Yes",13334440,10334440,12,0,21,"Yes",13087410,10337410,11,1,17,"Yes",14422064,10350814,11,1,18,"Yes",15401042,10544322,10,0,18,"Yes",14936233,10548731,8,0,12,"Yes",14469772,10613158,6,0,8
"Delara Exibil",80704683,51,72,0,"Yes",13108777,10308777,11,0,19,"Yes",13311430,10311430,10,0,16,"Yes",13882680,10311430,10,1,15,"Yes",14323249,10317623,9,0,14,"Yes",12779100,10311130,3,0,4,"Yes",13299447,10375177,3,0,4
"JakeY",68892406,23,46,0,"Yes",12049144,10049144,13,0,17,"Yes",11924458,10049458,11,0,11,"Yes",11558847,10051347,9,1,9,"Yes",11252701,10066451,7,0,7,"Yes",11053639,10066451,3,0,1,"Yes",11053617,10066429,3,0,1
"ArtVandalay",61843590,17,66,0,"Yes",11999775,9399775,11,0,20,"Yes",11900744,9400744,10,0,15,"Yes",12643377,9504627,10,1,15,"No",2542949,1356699,5,0,6,"Yes",10711099,9504536,5,0,3,"Yes",12045646,9577676,4,0,7
"Verage Valoor",68928478,39,51,0,"Yes",11695577,9795577,11,0,16,"Yes",11923537,9798537,11,0,12,"Yes",11930218,9815218,8,1,12,"Yes",11275741,9926991,7,0,8,"Yes",11139666,9933103,3,0,2,"Yes",10963739,9976551,2,0,1
"Skaar",79722885,55,84,9,"Yes",12305696,9505696,13,0,22,"Yes",12527602,9527602,10,0,16,"Yes",13438366,9867116,10,1,15,"Yes",14226606,9889886,10,0,15,"Yes",14123766,9955639,7,0,11,"Yes",13100849,9957204,5,0,5
"Enigma",81781092,40,76,0,"Yes",13366982,10666982,13,0,21,"Yes",13668204,10668204,11,0,16,"Yes",14506195,10684945,11,1,16,"Yes",13440081,10695862,9,0,12,"Yes",13171665,10703695,6,0,7,"Yes",13627965,10703695,4,0,4
"Lambert",73077859,6,55,0,"Yes",12695492,10195492,12,0,19,"Yes",12071519,10196519,10,0,11,"Yes",12839991,10237491,9,1,12,"Yes",12576101,10240163,7,0,9,"Yes",11446726,10240163,4,0,2,"Yes",11448030,10241467,3,0,2
"Jeeves",74043208,12,59,0,"Yes",12593874,10093874,12,0,19,"Yes",11843874,10093874,10,0,9,"Yes",13000650,10203150,9,1,13,"Yes",12767435,10212122,7,0,10,"Yes",13393061,10212122,5,0,7,"Yes",10444314,10224939,3,0,1
"Squanchy420",64254892,3,46,0,"Yes",11115058,8915058,10,0,16,"Yes",10415058,8915058,7,0,8,"Yes",11553808,8915058,8,1,10,"Yes",10427561,8916311,6,0,6,"Yes",10342249,8916311,3,0,3,"Yes",10401158,8920376,4,0,3
"Nomad",76948825,26,70,0,"Yes",12567405,10067405,13,0,19,"Yes",11940193,10065193,11,0,13,"Yes",13462537,10070037,10,1,14,"Yes",13760819,10070037,9,0,13,"Yes",13555840,10100682,6,0,8,"Yes",11662031,10181249,4,0,3
"JHang",71572473,15,58,0,"Yes",11398312,9298312,10,0,15,"Yes",11679536,9304536,9,0,11,"Yes",12010260,9300260,9,1,10,"Yes",11738220,9308845,8,0,11,"Yes",12491113,9310174,5,0,7,"Yes",12255032,9330762,4,0,4
"El Jefe",71963967,5,56,0,"Yes",12422102,10022102,11,0,18,"Yes",12025126,10025126,10,0,12,"Yes",13074288,10185538,9,1,14,"Yes",12358976,10185538,6,0,8,"Yes",11887867,10187710,4,0,4,"Yes",10195608,10195608,1,0,0
