Name,Total Territory Points,Platoon Units,Combat Waves,Rogue Actions,P1 Deployed,P1 Territory Points,P1 Deployed GP,P1 Combat Attempts,P1 Special Attempts,P1 Waves,P2 Deployed,P2 Territory Points,P2 Deployed GP,P2 Combat Attempts,P2 Special Attempts,P2 Waves,P3 Deployed,P3 Territory Points,P3 Deployed GP,P3 Combat Attempts,P3 Special Attempts,P3 Waves,P4 Deployed,P4 Territory Points,P4 Deployed GP,P4 Combat Attempts,P4 Special Attempts,P4 Waves,P5 Deployed,P5 Territory Points,P5 Deployed GP,P5 Combat Attempts,P5 Special Attempts,P5 Waves,P6 Deployed,P6 Territory Points,P6 Deployed GP,P6 Combat Attempts,P6 Special Attempts,P6 Waves
DarthDax,70597226,27,60,0,Yes,11770189,9470189,11,0,17,Yes,11102744,9477744,12,0,8,Yes,11735498,9477998,10,0,8,Yes,12533208,9478208,9,0,12,Yes,12982895,9481019,9,0,11,Yes,10472692,9485504,3,0,4
Blattu,71214099,11,82,0,Yes,11113745,8813745,11,0,17,Yes,10866151,8816151,12,0,15,Yes,11681151,8816151,9,0,12,Yes,12402899,8827899,9,0,15,Yes,13082645,8871863,9,1,16,Yes,12067508,8886569,5,0,7
Jonesmalones,81209889,47,87,0,Yes,12881511,10481511,11,0,18,Yes,12685685,10485685,10,0,16,Yes,12793402,10485902,8,0,12,Yes,13559802,10488552,8,0,15,Yes,14851678,10488552,9,1,16,Yes,14437811,10489059,6,0,10
Hego Damask,64150400,35,52,0,Yes,11785903,9185903,12,0,20,Yes,11261897,9186897,12,0,15,Yes,9165324,9165324,0,0,0,Yes,11881612,9184112,9,0,13,Yes,9172298,9172298,0,0,0,Yes,10883366,9183209,5,0,4
Scof,52625073,20,25,0,Yes,9263659,7463659,9,0,12,Yes,8266976,7466976,7,0,4,Yes,8314282,7469282,2,0,2,Yes,9176582,7470332,4,0,4,Yes,9143037,7473349,2,0,2,Yes,8460537,7473349,3,0,1
Rhil Margos,64434787,22,53,0,Yes,10769158,8669158,10,0,15,Yes,9996645,8671645,10,0,8,Yes,10929718,8672218,10,0,9,Yes,11548468,8672218,8,0,11,Yes,11528156,8672218,6,0,9,Yes,9662642,8675454,2,0,1
Puck,70242931,19,57,0,Yes,11815985,9215985,11,0,17,Yes,11017527,9217527,11,0,9,Yes,11476416,9218916,10,0,8,Yes,11932666,9218916,9,0,10,Yes,11803628,9232065,8,1,7,Yes,12196709,9235145,4,0,6
RoTahn Taske,65253781,10,61,1,Yes,12076355,9676355,12,0,18,No,3742489,2492489,10,0,8,Yes,12308871,9676371,10,0,11,Yes,12561959,9685709,10,0,11,Yes,12889333,9692145,9,0,11,Yes,11674774,9700398,4,0,2
Tranced,70051438,25,73,0,Yes,11695062,8895062,11,0,19,Yes,11093048,8893048,11,0,13,Yes,11581575,8895325,9,0,11,Yes,11430325,8895325,9,0,12,Yes,12610846,8920064,8,1,13,Yes,11640582,8953237,4,0,5
Delara Exibil,68975051,23,61,0,Yes,11175451,9075451,9,0,15,Yes,11050343,9075343,8,0,11,Yes,11438404,9073404,9,0,11,Yes,12485904,9073404,9,0,14,Yes,11766953,9073515,5,0,8,Yes,11057996,9083620,3,0,2
ArtVandalay,63402856,7,67,0,Yes,10145666,8245666,9,0,16,Yes,10295666,8245666,10,0,15,Yes,10070666,8245666,7,0,9,Yes,10618166,8245666,7,0,11,Yes,11065042,8245666,6,0,10,Yes,11207650,8246086,4,0,6
WharfRat,60351496,9,49,0,Yes,10122168,8422168,9,0,14,Yes,9800129,8425129,9,0,9,Yes,10179266,8425516,7,0,8,Yes,10635726,8425726,7,0,10,Yes,10954583,8439895,6,0,7,Yes,8659624,8440249,3,0,1
Verage Valoor,56539581,21,32,0,Yes,10048744,8548744,10,0,12,Yes,9098744,8548744,8,0,5,Yes,9212985,8550485,4,0,5,Yes,9387962,8559212,4,0,5,Yes,9242255,8559755,3,1,4,Yes,9548891,8561703,1,0,1
Skaar,60336385,59,75,21,No,5203741,2703741,11,0,19,Yes,9866456,7891456,10,0,14,Yes,10550423,8367923,8,0,11,Yes,10766021,8377271,8,0,11,Yes,12039076,8374700,8,0,12,Yes,11910668,8455510,5,0,8
JediScum,33121697,2,14,0,No,1215665,715665,2,0,2,No,0,0,0,0,0,No,0,0,0,0,0,Yes,10143878,8795128,6,0,5,Yes,10979901,8806463,5,0,5,Yes,10782253,8807877,3,0,2
Lambert,64111093,8,44,0,Yes,11199646,9199646,10,0,14,Yes,10549856,9199856,10,0,9,Yes,10867227,9204727,8,0,8,Yes,10392266,9222266,6,0,7,Yes,10892254,9222566,5,0,5,Yes,10209844,9222656,4,0,1
Trask droll,71557975,24,68,3,Yes,11774200,9374200,11,0,15,Yes,11103783,9378783,11,0,12,Yes,12245997,9380997,9,0,12,Yes,12955693,9380693,9,0,15,Yes,12644784,9406971,8,1,11,Yes,10833518,9407580,5,0,3
Quinlan Vos,58360499,11,46,0,No,4265360,2265360,9,0,14,Yes,10144252,9094252,8,0,6,Yes,10678200,9103200,8,0,8,Yes,10808429,9118429,8,0,7,Yes,11859113,9125050,7,0,8,Yes,10605145,9124363,4,0,3
Chikiller,61427645,18,41,0,Yes,10955745,8855745,10,0,15,Yes,10331732,8856732,10,0,10,Yes,9362633,8862633,7,0,4,Yes,10204154,8871654,7,0,5,Yes,10214576,8875982,6,1,4,Yes,10358805,8878023,3,0,3
Geralt of Rivia,54813304,19,37,0,Yes,9650316,7950316,9,0,14,Yes,8401378,7951378,9,0,4,Yes,8864496,7951996,8,0,6,Yes,8797206,7952206,6,0,5,Yes,9644407,7974719,5,0,5,Yes,9455501,7974719,4,0,3
Jeeves,68116109,14,59,0,Yes,11690123,9090123,11,0,17,Yes,11190543,9090543,11,0,13,Yes,10665874,9090874,7,0,7,Yes,11132699,9101449,8,0,9,Yes,12138447,9103759,8,1,10,Yes,11298423,9104672,4,0,3
JHang,57864806,7,52,0,Yes,9746110,8046110,8,0,14,Yes,9821110,8046110,9,0,12,Yes,10228610,8046110,7,0,11,Yes,10086221,8054971,7,0,9,Yes,8721221,8054971,4,0,4,Yes,9261534,8054971,3,0,2
Nomad,63512031,24,53,1,Yes,10927032,8727032,10,0,16,Yes,9729313,8729313,9,0,9,Yes,9611428,8732678,7,0,5,Yes,10600145,8731395,7,0,8,Yes,11922680,8735648,7,1,10,Yes,10721433,8747057,4,0,5
Marl Jewel,69153376,14,51,0,Yes,11302576,9402576,11,0,13,Yes,11506812,9406812,11,0,12,Yes,11843062,9406812,9,0,10,Yes,11100596,9410596,8,0,7,Yes,11762856,9410668,7,0,6,Yes,11637474,9443723,4,0,3
Yosh,56831025,3,31,0,Yes,10165685,8365685,9,0,12,Yes,9315685,8365685,8,0,5,Yes,9034119,8371619,6,0,5,Yes,8887924,8384174,4,0,3,Yes,10054072,8384384,4,0,5,Yes,9373540,8386352,3,0,1
Javin Fis,65363738,5,72,0,Yes,11233725,8733725,11,0,19,Yes,10911861,8736861,11,0,16,Yes,10492212,8738462,9,0,11,Yes,10607212,8738462,8,0,11,Yes,11405692,8738660,7,0,10,Yes,10713036,8738660,3,0,5
Squanchy420,55930909,14,35,0,Yes,9716293,7816293,8,0,13,Yes,8949414,7824414,6,0,7,Yes,9756914,7824414,5,0,7,Yes,8831914,7824414,4,0,3,Yes,9849724,7838786,4,0,4,Yes,8826650,7839462,3,0,1
T,66926417,19,68,3,Yes,10988272,8788272,11,0,16,Yes,10913272,8788272,11,0,15,Yes,9863671,8788671,8,0,8,Yes,10999658,8789658,8,0,10,Yes,12669051,8799519,8,0,14,Yes,11492493,8805148,4,0,5
G4reth,66542342,4,61,0,Yes,11143005,8743005,10,0,18,Yes,10544145,8744145,10,0,13,Yes,11368718,8753718,8,0,11,Yes,11306706,8755456,8,0,9,Yes,11449415,8755977,6,0,8,Yes,10730353,8755977,3,0,2
El Jefe,64204538,5,53,0,Yes,10785046,8685046,10,0,15,Yes,10435256,8685256,9,0,12,Yes,10635585,8703085,7,0,10,Yes,10397681,8707681,5,0,7,Yes,11245641,8730953,5,0,7,Yes,10705329,8730953,3,0,2
Zarlis Rahn,60982936,0,58,0,Yes,10314154,8214154,10,0,15,Yes,9439154,8214154,10,0,8,Yes,9500716,8246966,6,0,7,Yes,10798387,8263387,8,0,12,Yes,10966981,8263387,7,0,12,Yes,9963544,8263387,3,0,4
Kÿłë škÿwäłkër,32171053,2,33,0,Yes,10896725,8696725,10,0,16,No,1606069,956069,4,0,6,Yes,10113692,8701192,8,0,6,No,0,0,0,0,0,Yes,9554567,8709567,4,0,5,No,0,0,0,0,0
Taco Hat,53267000,7,22,0,Yes,8950242,8250242,8,0,7,Yes,8727957,8252957,9,0,4,Yes,8628587,8253587,4,0,3,Yes,9098587,8253587,4,0,5,Yes,8606487,8265237,3,0,2,Yes,9255140,8267952,2,0,1
MINI DarthAzazel,66106808,17,53,2,Yes,11319283,9319283,10,0,14,Yes,10019283,9319283,4,0,7,Yes,10573033,9319283,7,0,8,Yes,11174755,9322255,7,0,8,Yes,10986919,9317231,6,1,8,Yes,12033535,9346190,6,0,8
