Name,Total Territory Points,Platoon Units,Combat Waves,Rogue Actions,P1 Deployed,P1 Territory Points,P1 Deployed GP,P1 Combat Attempts,P1 Special Attempts,P1 Waves,P2 Deployed,P2 Territory Points,P2 Deployed GP,P2 Combat Attempts,P2 Special Attempts,P2 Waves,P3 Deployed,P3 Territory Points,P3 Deployed GP,P3 Combat Attempts,P3 Special Attempts,P3 Waves,P4 Deployed,P4 Territory Points,P4 Deployed GP,P4 Combat Attempts,P4 Special Attempts,P4 Waves,P5 Deployed,P5 Territory Points,P5 Deployed GP,P5 Combat Attempts,P5 Special Attempts,P5 Waves,P6 Deployed,P6 Territory Points,P6 Deployed GP,P6 Combat Attempts,P6 Special Attempts,P6 Waves
OwningXylophone,65759317,17,49,0,Yes,11444235,9444235,10,0,14,Yes,10826263,9451263,8,0,10,Yes,11390788,9454538,8,0,11,Yes,10976168,9458824,5,1,8,Yes,11437125,9462749,4,0,5,Yes,9684738,9465363,2,0,1
BobbyMarshal,59369771,17,45,0,Yes,10361782,8061782,10,0,17,Yes,9562246,8062246,8,0,8,Yes,9911360,8100110,7,0,7,Yes,11419646,8070114,7,0,11,Yes,10042251,8067875,3,0,2,Yes,8072486,8072486,0,0,0
Dârth Jungle Asian,69022390,24,54,0,Yes,11761766,9461766,11,0,17,Yes,10327146,9452146,6,0,6,Yes,11988500,9457250,10,0,12,Yes,12834079,9458141,8,0,12,Yes,12644742,9463803,5,0,7,Yes,9466157,9466157,1,0,0
DarthDax,77534003,39,73,0,Yes,12776165,10276165,13,0,19,Yes,12657195,10282195,10,0,12,Yes,13926972,10284472,11,0,15,Yes,13641500,10291968,9,1,14,Yes,13002444,10315099,6,0,8,Yes,11529727,10323164,4,0,5
Blattu,77320646,21,90,0,Yes,12336504,9336504,13,0,21,Yes,12088781,9338781,10,0,15,Yes,13165674,9344424,11,0,16,Yes,14390854,9345228,11,1,20,Yes,13791247,9348901,7,0,12,Yes,11547586,9353835,4,0,6
Taco Hat,54197318,6,15,0,Yes,9402950,8702950,7,0,7,Yes,9080058,8705058,5,0,3,Yes,9211674,8707924,3,0,3,Yes,9049174,8707924,3,0,2,Yes,8708332,8708332,1,0,0,Yes,8745130,8745130,0,0,0
Zarlis Rahn,63889046,5,59,0,Yes,11102612,8702612,11,0,18,Yes,10343437,8718437,9,0,9,Yes,10301554,8722804,8,0,9,Yes,12679293,8742730,9,1,15,Yes,9728508,8741320,2,0,4,Yes,9733642,8746454,3,0,4
MINI DarthAzazel,72827597,29,61,0,Yes,12339455,9939455,12,0,18,Yes,11814455,9939455,10,0,11,Yes,12058205,9939455,10,0,9,Yes,14287969,9941093,10,1,16,Yes,12364540,9951414,6,0,7,Yes,9962973,9962973,1,0,0
thirteensuns,58473518,11,37,0,Yes,9838274,8338274,9,0,12,Yes,9967942,8342942,7,0,9,Yes,9181841,8356841,8,0,5,Yes,11028663,8361631,5,0,7,Yes,10073912,8373755,3,0,4,Yes,8382886,8382886,1,0,0
Delara Exibil,75001901,27,70,0,Yes,11961559,9661559,10,0,17,Yes,12409479,9659479,9,0,15,Yes,13518620,9697370,10,0,16,Yes,13566902,9697370,9,0,14,Yes,12397282,9709937,4,0,5,Yes,11148059,9722121,3,0,3
Tranced,79085599,60,88,0,Yes,12300884,9700884,12,0,20,Yes,12333768,9708768,9,0,14,Yes,13659732,9713482,11,0,17,Yes,14424591,9720215,10,1,18,Yes,14169969,9727623,7,0,12,Yes,12196655,9728685,5,0,7
WharfRat,66116981,15,48,0,Yes,11433799,9233799,12,0,16,Yes,10734746,9234746,9,0,8,Yes,11694107,9237857,8,0,11,Yes,12280456,9245768,7,1,10,Yes,10725568,9244786,4,0,3,Yes,9248305,9248305,3,0,0
Verage Valoor,62963162,39,37,0,Yes,10855446,9255446,10,0,13,Yes,10758931,9258931,8,0,8,Yes,10358259,9263259,8,0,7,Yes,11439977,9266539,5,1,8,Yes,10267406,9280218,3,0,1,Yes,9283143,9283143,2,0,0
Skaar,70798387,57,67,13,Yes,11929203,9029203,12,0,20,Yes,9906400,9031400,6,0,7,Yes,12082968,9031718,10,0,12,Yes,12878355,9035229,9,1,13,Yes,12987333,9038581,6,0,10,Yes,11014128,9039752,4,0,5
Lambert,66736009,13,38,0,Yes,11927860,9727860,10,0,16,Yes,11103280,9728280,8,0,7,Yes,11144530,9728280,7,0,8,Yes,12087789,9735601,7,0,6,Yes,10729451,9742263,4,0,1,Yes,9743099,9743099,3,0,0
Chikiller,69679620,15,54,0,Yes,11680039,9580039,11,0,15,Yes,12330039,9580039,9,0,15,Yes,13060546,9580546,9,0,14,Yes,12441116,9585178,7,1,9,Yes,10577429,9590241,2,0,1,Yes,9590451,9590451,1,0,0
Geralt of Rivia,58147607,36,35,0,Yes,10289725,8489725,9,0,15,Yes,9870794,8495794,8,0,8,Yes,9165722,8503222,7,0,4,Yes,9822004,8509816,5,0,3,Yes,9992326,8511544,4,0,3,Yes,9007036,8513442,3,0,2
Squanchy420,61234692,14,38,0,Yes,10525985,8525985,9,0,14,Yes,10287087,8537087,6,0,7,Yes,10915727,8546977,6,0,8,Yes,10899654,8547466,4,1,6,Yes,10034048,8553266,3,0,3,Yes,8572191,8572191,1,0,0
Nomad,43688859,22,25,0,No,3211502,1711502,6,0,9,Yes,10020659,9270659,4,0,5,Yes,9611909,9270659,1,0,2,Yes,10977702,9271452,4,1,7,No,102834,102834,0,0,0,Yes,9764253,9270659,1,0,2
T,70674578,7,65,0,Yes,11521538,9321538,11,0,16,Yes,11321875,9321875,9,0,12,Yes,12032643,9322643,10,0,13,Yes,13021281,9330499,10,0,13,Yes,12730813,9330499,6,0,8,Yes,10046428,9333459,2,0,3
Q Ryker,60126501,24,34,0,Yes,9891600,8591600,7,0,10,Yes,10468013,8593013,7,0,8,Yes,10283139,8596889,7,0,7,Yes,11292777,8599339,5,0,8,Yes,9587786,8600598,2,0,1,Yes,8603186,8603186,0,0,0
Marl Jewel,72212066,17,49,0,Yes,12246542,9846542,10,0,15,Yes,11346542,9846542,8,0,9,Yes,12969042,9846542,10,0,12,Yes,12730987,9818174,8,1,9,Yes,11820057,9845681,3,0,2,Yes,11098896,9892333,2,0,2
Fidget92,57215183,29,44,0,Yes,11337094,9137094,11,0,16,No,2100862,1100862,3,0,5,Yes,12265387,9142887,9,0,12,Yes,11999887,9143949,8,1,9,Yes,10357045,9150482,3,0,2,Yes,9154908,9154908,0,0,0
Patrick4,70571553,16,58,11,Yes,11666374,9366374,10,0,17,Yes,11117514,9367514,8,0,10,Yes,11854123,9397873,7,0,11,Yes,12651936,9397873,7,0,11,Yes,12379772,9418208,4,0,6,Yes,10901834,9421052,3,0,3
Avatany,53205121,13,30,0,Yes,11259203,9259203,9,0,14,Yes,10795038,9295038,6,0,8,Yes,10751662,9315412,6,0,6,Yes,10972741,9303053,2,1,2,No,101593,101593,0,0,0,Yes,9324884,9324884,2,0,0
Username,60951200,16,21,1,Yes,9780143,9380143,1,0,1,Yes,10135652,9385652,4,0,3,Yes,10301574,9389074,4,0,5,Yes,11940962,9389712,7,1,12,Yes,9394846,9394846,0,0,0,Yes,9398023,9398023,0,0,0
JediAhsoka,55518321,24,30,0,Yes,9358755,7858755,7,0,12,Yes,9111618,7861618,7,1,6,Yes,9054871,7872371,4,0,4,Yes,9244430,7879430,4,1,5,Yes,9866651,7892275,2,0,2,Yes,8881996,7894808,1,0,1
Tani Mayse,64182130,9,45,0,Yes,10765482,9165482,12,0,13,Yes,10665522,9165522,10,0,8,Yes,10768996,9170246,9,0,9,Yes,11869382,9175944,8,1,11,Yes,10685735,9204953,4,0,3,Yes,9427013,9207638,3,0,1
Excessive Fist,61740317,8,30,0,Yes,9643249,8543249,4,0,5,Yes,10293249,8543249,6,0,8,Yes,10499499,8543249,5,0,6,Yes,11241776,8548338,5,0,8,Yes,10522714,8548338,2,0,2,Yes,9539830,8552642,1,0,1
Scof,58158443,26,32,0,Yes,9537872,7937872,10,0,10,Yes,8814770,7939770,7,0,4,Yes,10237270,7939770,7,0,7,Yes,10662606,7969168,6,0,8,Yes,9943544,7969168,3,0,2,Yes,8962381,7975193,2,0,1
Puck,74195947,27,68,0,Yes,12306480,9706480,12,0,20,Yes,11839488,9714488,10,0,10,Yes,13181194,9717444,10,0,14,Yes,13749707,9717675,9,1,15,Yes,12681003,9719439,5,0,6,Yes,10438075,9725106,3,0,3
DarthRevanNL,59497358,33,16,0,Yes,11004583,9604583,9,0,14,Yes,9626461,9626461,0,0,0,Yes,9629055,9629055,0,0,0,Yes,9973253,9632003,1,1,2,Yes,9632003,9632003,0,0,0,Yes,9632003,9632003,0,0,0
XCAL,76124071,34,83,1,Yes,12542473,9442473,13,0,22,Yes,12076300,9451300,10,0,14,Yes,12342893,9454143,11,0,14,Yes,13809442,9462566,11,1,16,Yes,13415734,9466982,6,0,10,Yes,11937229,9469259,4,0,7
Kÿłë škÿwäłkër,35054433,5,31,0,Yes,11290382,9190382,10,0,15,No,2966146,2091146,8,0,6,Yes,10272269,9197269,8,0,6,No,1099490,538865,2,1,3,No,0,0,0,0,0,Yes,9426146,9206771,3,0,1
Yosh,57960780,15,23,0,Yes,10787126,8887126,10,0,13,Yes,9644321,8894321,8,0,3,Yes,9307031,8894531,5,0,3,Yes,9409901,8906151,5,0,3,Yes,9897301,8910113,1,0,1,Yes,8915100,8915100,1,0,0
ArtVandalay,57782438,13,56,0,Yes,11108475,8808475,10,0,17,Yes,10563186,8813186,8,0,10,Yes,11272061,8815811,7,0,11,No,3721668,1710730,7,0,10,Yes,12270969,8815811,5,0,8,Yes,8846079,8846079,0,0,0
Trask droll,71341741,39,55,0,Yes,12490461,9890461,12,1,20,Yes,11647182,9897182,10,0,10,Yes,11248553,9899803,10,0,8,Yes,13433820,9905538,9,1,12,Yes,12601619,9914274,5,0,5,Yes,9920106,9920106,1,0,0
JHang,63676540,23,52,0,Yes,10359511,8659511,10,0,14,Yes,10411473,8661473,8,0,10,Yes,10993579,8662329,8,0,10,Yes,12061318,8711786,7,1,11,Yes,10417371,8717214,4,0,4,Yes,9433288,8720319,3,0,3
non7top,62359699,10,41,0,Yes,11185093,8985093,10,0,16,Yes,10388708,9013708,8,0,7,Yes,10358708,9013708,8,0,8,Yes,11189043,9015605,7,0,8,Yes,10222505,9015942,4,0,2,Yes,9015642,9015642,2,0,0
Javin Fis,66117028,2,44,0,Yes,9216436,9216436,0,0,0,Yes,11466436,9216436,9,0,14,Yes,11764791,9217291,9,0,12,Yes,12228136,9219854,7,1,12,Yes,12180127,9218563,4,0,6,Yes,9261102,9261102,0,0,0
