Name,Total Territory Points,Platoon Units,Combat Waves,Rogue Actions,P1 Deployed,P1 Territory Points,P1 Deployed GP,P1 Combat Attempts,P1 Special Attempts,P1 Waves,P2 Deployed,P2 Territory Points,P2 Deployed GP,P2 Combat Attempts,P2 Special Attempts,P2 Waves,P3 Deployed,P3 Territory Points,P3 Deployed GP,P3 Combat Attempts,P3 Special Attempts,P3 Waves,P4 Deployed,P4 Territory Points,P4 Deployed GP,P4 Combat Attempts,P4 Special Attempts,P4 Waves,P5 Deployed,P5 Territory Points,P5 Deployed GP,P5 Combat Attempts,P5 Special Attempts,P5 Waves,P6 Deployed,P6 Territory Points,P6 Deployed GP,P6 Combat Attempts,P6 Special Attempts,P6 Waves
non7top,54969059,11,39,0,No,2640344,1240344,6,0,11,Yes,11559678,9309678,9,0,13,Yes,10313428,9309678,5,0,6,Yes,11698031,9345843,6,1,9,Yes,9378789,9378789,2,0,0,Yes,9378789,9378789,3,0,0
OwningXylophone,70289210,27,56,0,Yes,11495992,9795992,10,0,14,Yes,11798100,9798100,9,0,11,Yes,11915768,9800768,7,0,12,Yes,12469197,9802165,6,1,10,Yes,11797751,9823375,4,0,5,Yes,10812402,9825214,3,0,4
BobbyMarshal,61608659,18,45,0,Yes,10718798,8518798,11,0,16,Yes,10268798,8518798,8,0,9,Yes,10797081,8519581,7,0,10,Yes,11480522,8634740,7,1,8,Yes,9769599,8563036,3,0,2,Yes,8573861,8573861,1,0,0
DarthDax,83345833,43,81,0,Yes,13376095,10676095,14,0,21,Yes,13676397,10676397,12,0,16,Yes,13799884,10677384,11,0,12,Yes,14889171,10678389,10,1,16,Yes,14674509,10725757,6,0,10,Yes,12929777,10736026,4,0,6
Javin Fis,69874585,10,63,1,Yes,11729423,9429423,11,0,17,Yes,11807249,9432249,10,0,14,Yes,12143533,9433533,9,0,13,Yes,13304020,9434488,9,1,14,Yes,10911352,9485414,4,0,3,Yes,9979008,9485414,1,0,2
Rhil Margos,68054897,22,49,0,Yes,11230701,9430701,11,0,15,Yes,11055701,9430701,9,0,8,Yes,12303201,9430701,9,0,11,Yes,12621241,9434209,7,1,10,Yes,10941680,9460898,4,0,3,Yes,9902373,9463623,3,0,2
Zarlis Rahn,68422183,3,71,0,Yes,11525529,8925529,12,0,20,Yes,11175529,8925529,10,0,13,Yes,11707455,8926205,9,0,13,Yes,13138010,8927228,9,1,16,Yes,11419405,8951435,5,0,7,Yes,9456255,8962661,1,0,2
Tyron Brandt,85903438,23,88,0,Yes,13567273,10967273,13,1,20,Yes,13972784,10972784,11,0,16,Yes,14796026,10974776,10,0,16,Yes,15189629,10978847,9,1,16,Yes,13940686,10979122,6,0,9,Yes,14437040,10981882,6,0,11
WharfRat,70711211,22,66,0,Yes,12049605,9549605,13,0,19,Yes,11551506,9551506,11,0,14,Yes,12690418,9551668,9,0,15,Yes,12810907,9556844,8,1,11,Yes,11075856,9595074,5,0,3,Yes,10532919,9600575,4,0,4
Trask droll,72543634,38,60,0,Yes,12761048,10161048,13,1,20,Yes,12786286,10161286,11,0,13,Yes,12260060,10161310,9,0,12,Yes,13852092,10161310,9,1,13,Yes,10688871,10195277,2,0,2,Yes,10195277,10195277,1,0,0
Chikiller,70576199,14,51,0,Yes,11932526,9832526,11,0,15,Yes,12335920,9835920,10,0,12,Yes,13058092,9844342,10,0,12,Yes,12578405,9844342,6,1,8,Yes,10582121,9869152,3,0,3,Yes,10089135,9869760,3,0,1
Geralt of Rivia,60114003,22,40,0,Yes,9946215,8646215,9,0,13,Yes,10396215,8646215,9,0,9,Yes,9559626,8647126,6,0,5,Yes,10663270,8652332,5,0,7,Yes,10377089,8676932,4,0,4,Yes,9171588,8677994,3,0,2
T,70683274,17,59,0,Yes,11825623,9725623,11,0,15,Yes,11601463,9726463,10,0,11,Yes,12013077,9731827,9,0,10,Yes,13603455,9733923,10,1,14,Yes,10681046,9748702,5,0,4,Yes,10958610,9752047,4,0,5
Marl Jewel,71998979,16,51,0,Yes,12600349,10100349,12,0,19,Yes,11600349,10100349,8,0,8,Yes,12972849,10100349,10,0,11,Yes,13341279,10103466,8,1,11,Yes,11345358,10138795,2,0,2,Yes,10138795,10138795,0,0,0
Fidget92,62310716,15,47,0,Yes,11329810,9329810,10,0,14,Yes,11206707,9331707,9,0,10,Yes,12617769,9332769,10,0,13,Yes,12367457,9332769,6,1,10,No,5421224,5421224,2,0,0,Yes,9367749,9367749,1,0,0
BobaChuck91,67187025,7,48,0,Yes,11739886,9439886,10,0,17,Yes,10565972,9440972,7,0,8,Yes,11379166,9442916,7,0,8,Yes,12185121,9451058,6,1,8,Yes,11425495,9451119,4,0,5,Yes,9891385,9452635,4,0,2
Dârth Jungle Asian,70674309,16,56,0,Yes,12403652,9803652,12,0,20,Yes,10805563,9805563,10,0,6,Yes,12426059,9807309,9,0,12,Yes,13197982,9822044,8,1,12,Yes,11521054,9820897,5,0,4,Yes,10319999,9826405,4,0,2
Excessive Fist,59956202,36,23,0,Yes,10123477,8723477,8,0,8,Yes,10348477,8723477,5,0,7,Yes,10429952,8723702,3,0,4,Yes,9711577,8724389,1,0,1,Yes,9167795,8729045,3,0,2,Yes,10174924,8731436,1,0,1
Blattu,82939640,17,100,0,Yes,12912662,9712662,13,0,23,Yes,12838461,9713461,11,0,17,Yes,13535868,9714618,10,0,16,Yes,14582280,9715404,11,1,19,Yes,14416722,9755001,8,0,13,Yes,14653647,9755001,7,0,12
Jonesmalones,85220534,69,81,3,Yes,14006323,11406323,12,0,20,Yes,14038046,11413046,11,0,16,Yes,14623079,11413079,10,0,16,Yes,15947289,11421663,10,1,17,Yes,13659266,11465515,4,0,6,Yes,12946531,11465749,3,0,6
Taco Hat,56527899,13,17,0,Yes,9821801,8921801,8,0,9,Yes,9297941,8922941,6,0,3,Yes,9249669,8924669,5,0,2,Yes,9265919,8924669,4,0,2,Yes,9939818,8952630,1,0,1,Yes,8952751,8952751,2,0,0
Scof,61318413,28,40,0,Yes,10210104,8210104,10,0,14,Yes,9585104,8210104,8,0,7,Yes,10670698,8210698,7,0,8,Yes,10904136,8210698,6,1,8,Yes,9251433,8264245,2,0,1,Yes,10696938,8266262,3,0,2
Puck,76643596,28,70,0,Yes,12539159,10039159,12,0,19,Yes,12789159,10039159,11,0,14,Yes,13163520,10041020,10,0,12,Yes,13579104,10040666,8,1,13,Yes,12066952,10092576,5,0,5,Yes,12505702,10092576,6,0,7
RoTahn Taske,73861546,6,55,0,Yes,12773010,10373010,13,0,18,Yes,12750967,10375967,11,0,12,Yes,13319717,10375967,10,0,11,Yes,13755026,10379088,8,1,12,Yes,10410147,10410147,3,0,0,Yes,10852679,10413929,4,0,2
MINI DarthAzazel,75326896,31,67,0,Yes,12752901,10252901,13,0,19,Yes,12127901,10252901,11,0,11,Yes,12786048,10254798,10,0,11,Yes,14435483,10251107,10,1,15,Yes,11502411,10295848,4,0,5,Yes,11722152,10296214,5,0,6
thirteensuns,44762932,16,13,0,Yes,9631794,8531794,6,0,8,Yes,9532004,8532004,5,0,5,Yes,8532004,8532004,0,0,0,Yes,8532890,8532890,0,1,0,Yes,8534240,8534240,0,0,0,No,0,0,0,0,0
Tranced,80775140,30,90,0,Yes,12705633,10105633,12,0,20,Yes,13353552,10103552,11,0,18,Yes,14179033,10107783,11,0,18,Yes,14818906,10114530,10,1,18,Yes,14088130,10139378,7,0,10,Yes,11629886,10149104,5,0,6
Delara Exibil,78654695,60,75,0,Yes,12765490,10365490,11,0,18,Yes,13041721,10041721,10,0,16,Yes,13866012,10044762,10,0,16,Yes,13920227,10050695,9,1,14,Yes,13020862,10059298,4,0,6,Yes,12040383,10066007,3,0,5
JakeY,70099052,13,53,0,Yes,12705032,9905032,13,0,19,Yes,11522549,9897549,11,0,9,Yes,11765758,9900758,8,0,10,Yes,12570646,9877208,7,1,11,Yes,11384369,9903587,4,0,3,Yes,10150698,9931323,3,0,1
ArtVandalay,69907688,12,64,0,Yes,11534565,9134565,11,0,18,Yes,11259565,9134565,9,0,12,Yes,11915815,9134565,9,0,13,Yes,11467704,9141922,5,1,8,Yes,12357544,9176605,5,0,7,Yes,11372495,9178744,4,0,6
Verage Valoor,65936082,24,44,0,Yes,11639854,9539854,11,0,15,Yes,10920569,9545569,11,0,9,Yes,11319319,9545569,7,0,10,Yes,11910493,9558305,6,1,9,Yes,10566141,9578953,3,0,1,Yes,9579706,9579706,2,0,0
Skaar,75503458,65,86,7,Yes,12007638,9307638,13,0,21,Yes,12314869,9314869,10,0,16,Yes,13143570,9322320,10,0,16,Yes,13696504,9333378,10,1,16,Yes,12800074,9344916,7,0,11,Yes,11540803,9347052,5,0,6
Enigma,79253294,9,78,0,Yes,12887985,10387985,13,0,19,Yes,13516896,10391896,11,0,17,Yes,14205602,10384352,10,0,16,Yes,14424544,10392512,9,1,15,Yes,12876801,10408831,5,0,7,Yes,11341466,10409122,4,0,4
Lambert,70479172,16,49,0,Yes,12351705,9951705,11,0,18,Yes,11705152,9955152,10,0,10,Yes,12395152,9955152,9,0,11,Yes,12902817,10046879,9,0,9,Yes,11055767,10068579,4,0,1,Yes,10068579,10068579,3,0,0
Jeeves,72685765,17,62,0,Yes,12193898,9793898,12,0,18,Yes,12043898,9793898,10,0,13,Yes,12576552,9795302,9,0,13,Yes,12994128,9796940,9,1,11,Yes,11544219,9844062,3,0,4,Yes,11333070,9852288,3,0,3
Squanchy420,63054745,16,42,0,Yes,11013592,8813592,10,0,16,Yes,10188592,8813592,8,0,7,Yes,11344842,8813592,7,0,9,Yes,11388709,8817146,6,1,7,Yes,10053099,8846536,4,0,2,Yes,9065911,8846536,2,0,1
Nomad,73033777,35,63,0,Yes,12014231,9714231,13,0,17,Yes,11720396,9720396,11,0,11,Yes,12339146,9720396,10,0,12,Yes,13261601,9733319,9,1,12,Yes,11737693,9763317,5,0,5,Yes,11960710,9766959,4,0,6
JHang,68177023,18,58,0,Yes,11093641,9093641,10,0,14,Yes,11719787,9094787,9,0,13,Yes,11193537,9094787,9,0,9,Yes,12785871,9095089,8,1,13,Yes,12077786,9116222,4,0,6,Yes,9306401,8593432,3,0,3
Q Ryker,64231995,17,39,1,Yes,10857711,8957711,9,0,13,Yes,10461575,8961575,6,0,8,Yes,11675071,8965071,7,0,10,Yes,11321920,8969732,5,1,6,Yes,10944304,8969928,2,0,2,Yes,8971414,8971414,1,0,0
El Jefe,70122994,6,55,0,Yes,11795396,9595396,11,0,16,Yes,11602623,9602623,9,0,12,Yes,12497980,9609230,9,0,14,Yes,12298181,9620993,7,1,8,Yes,12088682,9620712,4,0,4,Yes,9840132,9620757,3,0,1
