Name,Total Territory Points,Platoon Units,Combat Waves,Rogue Actions,P1 Deployed,P1 Territory Points,P1 Deployed GP,P1 Combat Attempts,P1 Special Attempts,P1 Waves,P2 Deployed,P2 Territory Points,P2 Deployed GP,P2 Combat Attempts,P2 Special Attempts,P2 Waves,P3 Deployed,P3 Territory Points,P3 Deployed GP,P3 Combat Attempts,P3 Special Attempts,P3 Waves,P4 Deployed,P4 Territory Points,P4 Deployed GP,P4 Combat Attempts,P4 Special Attempts,P4 Waves,P5 Deployed,P5 Territory Points,P5 Deployed GP,P5 Combat Attempts,P5 Special Attempts,P5 Waves,P6 Deployed,P6 Territory Points,P6 Deployed GP,P6 Combat Attempts,P6 Special Attempts,P6 Waves
non7top,62833117,12,36,0,Yes,11291711,9391711,11,0,16,Yes,11021871,9396871,9,0,8,Yes,10829371,9396871,7,0,8,Yes,10888191,9397253,5,1,4,Yes,9397253,9397253,3,0,0,Yes,9404720,9404720,1,0,0
OwningXylophone,71467244,14,54,0,Yes,11761843,9861843,10,0,13,Yes,11991076,9866076,9,0,12,Yes,12485966,9867216,9,0,12,Yes,13346497,9996965,7,1,11,Yes,11560738,9860581,4,0,4,Yes,10321124,9882374,3,0,2
BobbyMarshal,60441073,17,44,0,Yes,10728896,8628896,11,0,15,Yes,10393070,8643070,9,0,9,Yes,10928247,8650747,8,0,10,Yes,10851620,8651776,5,1,9,Yes,8878359,8658984,1,0,1,Yes,8660881,8660881,0,0,0
DarthDax,81751594,31,74,0,Yes,13374974,10774974,13,0,20,Yes,13400134,10775134,10,0,13,Yes,14433567,10791067,11,0,15,Yes,15002076,10791294,10,1,16,Yes,14248710,10793552,5,0,8,Yes,11292133,10798539,3,1,2
Javin Fis,71926236,8,67,0,Yes,11925944,9525944,11,0,18,Yes,11776451,9526451,10,0,14,Yes,12500911,9540911,9,0,14,Yes,11703997,9540715,5,1,7,Yes,12995873,9540715,5,0,8,Yes,11023060,9542278,3,0,6
Rhil Margos,68682646,12,50,0,Yes,11769583,9569583,11,0,16,Yes,11444583,9569583,11,0,10,Yes,11593998,9582748,9,0,9,Yes,12772208,9585176,7,1,10,Yes,11290655,9590498,4,0,4,Yes,9811619,9592244,4,0,1
Zarlis Rahn,47262300,18,14,0,Yes,10572460,9172460,7,0,14,Yes,9172460,9172460,0,0,0,Yes,9172460,9172460,0,0,0,Yes,9172460,9172460,0,1,0,Yes,9172460,9172460,0,0,0,No,0,0,0,0,0
Tyron Brandt,84440517,16,81,0,Yes,13313590,11013590,13,1,17,Yes,13893698,11018698,11,0,15,Yes,14484794,11021044,10,0,14,Yes,15053076,11021044,9,1,15,Yes,14476370,11021212,7,0,11,Yes,13218989,11025238,6,0,9
WharfRat,70973083,26,62,0,Yes,11930920,9630920,13,0,17,Yes,11139572,9639572,11,0,10,Yes,12421462,9640212,9,0,13,Yes,13519331,9649799,9,1,14,Yes,11636491,9662115,5,0,5,Yes,10325307,9667182,4,0,3
Trask droll,64656359,32,44,0,No,798016,598016,1,1,2,Yes,12269314,10269314,10,0,11,Yes,13609498,10308248,11,0,13,Yes,12473201,10309919,4,1,7,Yes,13271483,10309919,6,0,6,Yes,12234847,10315315,5,0,5
Chikiller,71051639,16,51,0,Yes,12098602,9998602,11,0,15,Yes,12123602,9998602,10,0,10,Yes,12097500,9998750,9,0,9,Yes,13033438,9998750,8,1,10,Yes,10986358,9999170,4,0,4,Yes,10712139,9999170,3,0,3
Geralt of Rivia,61710361,20,46,0,Yes,10697064,8797064,9,0,16,Yes,10052553,8802553,9,0,8,Yes,10228240,8811990,7,0,8,Yes,11168626,8816438,5,0,9,Yes,10522330,8822173,4,0,4,Yes,9041548,8822173,3,0,1
T,72076347,51,61,0,Yes,11698240,9798240,12,0,16,Yes,11423383,9798383,10,0,9,Yes,12599828,9802328,10,0,13,Yes,13330610,9802328,8,1,12,Yes,12279956,9811986,4,0,7,Yes,10744330,9811986,5,0,4
Marl Jewel,75791419,23,66,0,Yes,13073940,10173940,13,0,20,Yes,12798964,10173964,11,0,13,Yes,13641166,10177416,10,0,14,Yes,13946328,10188515,9,1,14,Yes,11901257,10201100,5,0,4,Yes,10429764,10210389,4,0,1
Fidget92,69231164,19,46,0,Yes,11304718,9304718,9,0,14,Yes,11679759,9554759,10,0,9,Yes,12856219,9554969,10,0,13,Yes,12074592,9559904,8,1,7,Yes,11534490,9560114,4,0,2,Yes,9781386,9562011,3,0,1
BobaChuck91,67010220,3,45,0,Yes,11278177,9478177,8,0,12,Yes,11228432,9478432,8,0,10,Yes,11080567,9485567,7,0,9,Yes,12002250,9487562,6,1,7,Yes,11476738,9502362,3,0,5,Yes,9944056,9505306,3,0,2
Dârth Jungle Asian,71753041,16,56,0,Yes,12117090,9917090,12,0,16,Yes,11919986,9919986,9,0,11,Yes,12543238,9924488,9,0,12,Yes,13167071,9929258,8,1,11,Yes,11851882,9932350,5,0,5,Yes,10153774,9934399,4,0,1
Excessive Fist,52392258,8,13,0,Yes,8821227,8821227,0,0,0,No,2033891,1033891,2,0,2,Yes,10191346,8826346,2,0,2,Yes,10496034,8826346,2,0,2,Yes,11521158,8833813,4,0,5,Yes,9328602,8835008,2,0,2
Blattu,81802892,19,95,0,Yes,12969480,9769480,13,0,23,Yes,12269555,9769555,11,0,15,Yes,13590805,9769555,11,0,16,Yes,14638078,9771202,11,1,19,Yes,13939329,9771202,7,0,11,Yes,14395645,9771218,7,0,11
Jonesmalones,57858185,84,0,0,No,0,0,0,0,0,Yes,11571637,11571637,0,0,0,Yes,11571637,11571637,0,0,0,Yes,11571637,11571637,0,1,0,Yes,11571637,11571637,0,0,0,Yes,11571637,11571637,0,0,0
Taco Hat,47112417,9,15,0,Yes,9834068,9034068,8,0,8,Yes,9287898,9037898,1,0,2,Yes,9529172,9041672,7,0,3,Yes,9382922,9041672,4,0,2,Yes,9044036,9044036,0,0,0,No,34321,34321,0,0,0
Scof,60744961,20,38,0,Yes,10378477,8278477,10,0,15,Yes,10033179,8283179,6,0,7,Yes,10527784,8284034,8,0,7,Yes,10799784,8285096,6,1,7,Yes,9273076,8285888,1,0,1,Yes,9732661,8289173,3,0,1
Puck,81184631,15,79,1,Yes,12725515,10125515,12,0,20,Yes,12761105,10136105,12,0,13,Yes,13441815,10140565,11,0,13,Yes,14359266,10148484,9,1,16,Yes,13828906,10154373,6,0,9,Yes,14068024,10156566,5,0,8
RoTahn Taske,59599083,8,60,0,Yes,13039812,10439812,12,0,20,Yes,12939812,10439812,9,0,13,No,4652279,2033529,7,0,9,Yes,13973050,10450862,10,1,13,Yes,12652998,10459247,5,0,3,No,2341132,1134569,4,0,2
MINI DarthAzazel,77707956,33,75,0,Yes,12911860,10411860,13,0,19,Yes,12290288,10415288,11,0,11,Yes,13196538,10415288,11,0,13,Yes,15119664,10415288,10,1,18,Yes,12122225,10422068,6,0,7,Yes,12067381,10422068,7,0,7
Tranced,81732870,53,92,0,Yes,12769034,10169034,12,0,20,Yes,13421829,10171829,11,0,18,Yes,14123656,10177406,12,0,17,Yes,14888339,10183963,10,1,18,Yes,13648023,10192865,7,0,11,Yes,12881989,10194644,5,0,8
Delara Exibil,76918671,37,73,0,Yes,12508161,10108161,11,0,18,Yes,13007422,10132422,10,0,15,Yes,13824752,10128502,10,0,15,Yes,14344731,10133949,9,1,16,Yes,12111093,10136717,4,0,5,Yes,11122512,10135324,3,0,4
JakeY,61630850,17,52,0,Yes,12260345,9960345,13,0,17,Yes,12213896,9963896,11,0,14,Yes,11650170,9963920,9,0,9,No,4581247,1887809,7,1,11,Yes,10955631,9968443,4,0,1,Yes,9969561,9969561,3,0,0
ArtVandalay,72102666,12,73,0,Yes,11828923,9228923,11,0,20,Yes,11730821,9230821,10,0,15,Yes,11689686,9233436,7,0,11,Yes,12233308,9235182,6,1,11,Yes,13186440,9237688,6,0,10,Yes,11433488,9239737,4,0,6
Verage Valoor,67033488,29,47,0,Yes,11795909,9595909,11,0,16,Yes,11477218,9602218,11,0,10,Yes,11551660,9615410,7,0,11,Yes,11969269,9617081,6,1,9,Yes,10608511,9621323,3,0,1,Yes,9630921,9630921,2,0,0
Skaar,71976105,70,86,10,No,9653169,6953169,13,0,21,Yes,12129371,9379371,10,0,14,No,10341834,6520584,10,0,16,Yes,13726157,9379281,10,1,16,Yes,12834637,9379479,7,0,11,Yes,13290937,9379479,6,0,8
Enigma,79876570,17,80,0,Yes,13141739,10441739,13,0,21,Yes,13446649,10446649,11,0,16,Yes,14266648,10445398,11,0,16,Yes,14661303,10450521,9,1,16,Yes,12945389,10477419,5,0,7,Yes,11414842,10482498,4,0,4
Lambert,70738612,15,46,0,Yes,12505632,10105632,12,0,18,Yes,11481324,10106324,10,0,7,Yes,12725074,10106324,10,0,12,Yes,12802433,10108995,8,1,8,Yes,11103650,10116462,4,0,1,Yes,10120499,10120499,3,0,0
Jeeves,75613666,26,69,0,Yes,12454611,9954611,12,0,19,Yes,12461383,9961383,10,0,15,Yes,12746535,9965285,9,0,13,Yes,13341560,9965622,9,1,12,Yes,13154867,9973928,5,0,7,Yes,11454710,9973928,3,0,3
Squanchy420,62654839,12,41,0,Yes,11148271,8848271,10,0,17,Yes,10349789,8849789,7,0,8,Yes,11202289,8849789,7,0,8,Yes,11425235,8853672,5,1,7,Yes,8853672,8853672,3,0,0,Yes,9675583,8688395,2,0,1
Nomad,73258017,23,61,0,Yes,12507242,9907242,13,0,20,Yes,11184305,9934305,11,0,8,Yes,12375437,9935437,10,0,11,Yes,13135505,9938317,9,1,11,Yes,11917988,9943612,4,0,5,Yes,12137540,9943789,4,0,6
JHang,66191226,9,47,0,Yes,11133276,9133276,10,0,14,Yes,11508276,9133276,9,0,11,Yes,11416529,9139029,10,0,10,Yes,11012333,9123270,5,1,6,Yes,10547728,9121790,4,0,3,Yes,10573084,9147146,4,0,3
Q Ryker,66178982,29,42,0,Yes,10991514,9091514,8,0,13,Yes,11094249,9094249,7,0,9,Yes,11127949,9100449,7,0,9,Yes,11795139,9101701,5,1,8,Yes,11076212,9101836,2,0,2,Yes,10093919,9106731,1,0,1
El Jefe,71632465,3,53,0,Yes,12457694,9757694,11,0,18,Yes,11763300,9763300,9,0,12,Yes,12132050,9763300,8,0,11,Yes,12282142,9767454,6,1,7,Yes,11992177,9798426,4,0,3,Yes,11005102,9798539,3,0,2
