Name,Total Territory Points,Platoon Units,Combat Waves,Rogue Actions,P1 Deployed,P1 Territory Points,P1 Deployed GP,P1 Combat Attempts,P1 Special Attempts,P1 Waves,P2 Deployed,P2 Territory Points,P2 Deployed GP,P2 Combat Attempts,P2 Special Attempts,P2 Waves,P3 Deployed,P3 Territory Points,P3 Deployed GP,P3 Combat Attempts,P3 Special Attempts,P3 Waves,P4 Deployed,P4 Territory Points,P4 Deployed GP,P4 Combat Attempts,P4 Special Attempts,P4 Waves,P5 Deployed,P5 Territory Points,P5 Deployed GP,P5 Combat Attempts,P5 Special Attempts,P5 Waves,P6 Deployed,P6 Territory Points,P6 Deployed GP,P6 Combat Attempts,P6 Special Attempts,P6 Waves
Tani Mayse,62179900,7,45,0,Yes,10889486,8889486,11,0,14,Yes,10481497,8906497,11,0,10,Yes,10112845,8912845,9,0,8,Yes,10282163,8933413,5,1,8,Yes,10264455,8936017,6,0,3,Yes,10149454,8942891,4,0,2
OwningXylophone,64804296,11,48,0,Yes,11168813,9168813,10,0,14,Yes,10543813,9168813,10,0,9,Yes,10800398,9171648,8,0,8,Yes,10885159,9178909,5,1,10,Yes,10731434,9183621,6,0,4,Yes,10674679,9193897,3,0,3
BobbyMarshal,58118936,14,52,0,Yes,9693266,7793266,9,0,16,Yes,9393266,7793266,9,0,11,Yes,9298150,7794400,7,0,7,Yes,9484400,7794400,5,0,7,Yes,9968475,7805193,6,0,7,Yes,10281379,7813409,3,0,4
Dârth Jungle Asian,65983946,19,52,0,Yes,11502452,9202452,11,0,17,Yes,10601733,9201733,11,0,9,Yes,11207042,9203292,8,0,10,Yes,11096119,9227369,5,0,8,Yes,10908561,9238873,7,0,5,Yes,10668039,9242101,4,0,3
DarthDax,76600516,31,80,0,Yes,12541594,9941594,12,0,20,Yes,12218403,9943403,12,0,13,Yes,12933403,9943403,11,0,14,Yes,13359496,9946996,8,1,14,Yes,13120138,9959512,9,0,12,Yes,12427482,9959512,4,0,7
Blattu,75419370,16,91,0,Yes,12228213,9128213,13,0,22,Yes,11828657,9128657,13,0,17,Yes,12251989,9136989,11,0,14,Yes,12551065,9138565,8,1,14,Yes,13468629,9142065,9,0,14,Yes,13090817,9142065,6,0,10
Jonesmalones,71623564,74,76,10,No,4047678,2247678,10,0,15,Yes,12299348,10749348,10,0,14,Yes,13182058,10749558,8,0,13,Yes,12965107,10755107,6,1,10,Yes,15185152,10761088,9,0,14,Yes,13944221,10763282,10,0,10
Javin Fis,67873276,8,74,0,Yes,11594383,8994383,11,0,20,Yes,11294490,8994490,11,0,17,Yes,10935213,9002713,9,0,12,Yes,11398612,9009862,6,1,11,Yes,11666539,9009663,6,0,9,Yes,10984039,9009663,4,0,5
Taco Hat,49264613,7,26,0,No,2379351,1679351,8,0,7,Yes,9200527,8475527,8,0,6,Yes,9231992,8478242,7,0,5,Yes,9151120,8484870,3,0,4,Yes,9817598,8489160,4,0,3,Yes,9484025,8496837,2,0,1
Nomad,64796761,24,54,0,Yes,10744421,9044421,9,0,14,Yes,10298546,9048546,11,0,11,Yes,10681646,9052896,8,0,10,Yes,10941584,9072834,6,1,8,Yes,11066032,9081500,6,0,6,Yes,11064532,9090156,5,0,5
Q Ryker,59622466,17,45,0,Yes,10454624,8354624,9,0,15,Yes,10381248,8356248,9,0,11,Yes,10793820,8357570,8,0,10,Yes,9888715,8361215,4,0,6,Yes,9716218,8387780,2,0,3,Yes,8387841,8387841,1,0,0
Scof,56128656,25,40,0,Yes,9708150,7708150,10,0,14,Yes,9187448,7737448,8,0,9,Yes,9589744,7744744,5,0,7,Yes,9955251,7745251,7,0,7,Yes,8733813,7746625,5,0,1,Yes,8954250,7747687,3,0,2
Marl Jewel,64748788,13,59,0,Yes,12058180,9658180,12,0,18,No,4109104,2109104,8,0,11,Yes,11174947,9667447,6,0,7,Yes,12727075,9672075,8,1,12,Yes,12533973,9673972,7,0,7,Yes,12145509,9677539,4,0,4
Rhil Margos,57442955,24,41,0,No,2771270,1571270,4,0,6,Yes,10161506,8886506,11,0,8,Yes,11645487,8887987,11,0,12,Yes,11267406,8894906,6,0,8,Yes,10227470,8899032,5,0,3,Yes,11369816,8901846,3,0,4
XCAL,73363061,26,85,0,Yes,12395758,9195758,13,0,23,Yes,12195758,9195758,13,0,17,Yes,11378258,9195758,11,0,12,Yes,12626087,9213587,8,1,14,Yes,12213610,9215484,7,0,11,Yes,12553590,9098432,5,0,8
Fidget92,50264477,16,38,0,No,4993289,2893289,10,0,15,No,3273153,2173153,6,0,6,Yes,10883951,8913951,9,0,7,Yes,11287127,8914627,6,1,8,Yes,9909965,8922777,5,0,1,Yes,9916992,8929804,3,0,1
Kÿłë škÿwäłkër,45866902,5,44,0,Yes,10783325,8983325,10,0,15,No,997614,472614,3,0,5,Yes,10648472,8985972,8,0,8,No,2386800,1038050,5,1,8,Yes,10837209,9005021,6,0,6,Yes,10213482,9006919,4,0,2
Tyrian,39186650,31,31,0,No,3089249,1889249,8,0,9,No,2560393,1685393,6,0,7,Yes,8283946,7530196,6,0,5,Yes,8573897,7550147,3,0,6,Yes,7902164,7560914,2,0,2,Yes,8777001,7570438,2,0,2
Username,48830014,14,44,0,No,2441759,1141759,7,0,13,No,3689371,1889371,8,0,9,Yes,11614129,9181629,7,0,10,Yes,11213267,9182017,7,1,9,Yes,9194783,9194783,0,0,0,Yes,10676705,9195923,4,0,3
non7top,46881071,16,46,0,No,4292084,2292084,10,0,14,Yes,10537402,8812402,10,0,12,Yes,9566152,8812402,5,0,5,Yes,10163738,8814988,5,0,8,Yes,10650025,8817837,6,0,6,No,1671670,684482,2,0,1
Excessive Fist,57893695,7,25,0,Yes,9216347,8216347,3,0,4,Yes,8816347,8216347,3,0,2,Yes,9649184,8216684,3,0,4,Yes,10443001,8233001,5,0,7,Yes,10055033,8233001,5,0,5,Yes,9713783,8233001,3,0,3
thirteensuns,56543115,12,44,0,No,8377756,6677756,8,0,14,Yes,9513644,8113644,9,0,9,Yes,9445629,8120629,6,0,7,Yes,9310366,8124116,4,0,4,Yes,9301635,8125541,4,0,6,Yes,10594085,8126115,3,0,4
ArtVandalay,62743908,12,52,0,Yes,10599096,8499096,10,0,15,Yes,10229689,8504689,10,0,12,Yes,9016836,8513086,2,0,3,Yes,10057449,8529949,4,0,6,Yes,10855731,8529949,6,0,8,Yes,11985107,8529949,5,0,8
DarthRevanNL,60240054,18,27,0,Yes,11457501,9457501,11,0,17,Yes,9661007,9461007,3,0,2,Yes,10715095,9461345,7,0,8,Yes,9468437,9468437,0,1,0,Yes,9468437,9468437,0,0,0,Yes,9469577,9469577,0,0,0
JediScum,52480066,1,29,0,No,852538,452538,3,0,4,Yes,10338822,9038822,8,0,8,Yes,10331380,9043880,9,0,7,Yes,10737031,9047031,5,1,7,Yes,10191255,9041567,4,0,2,Yes,10029040,9041852,2,0,1
Lambert,67408730,13,47,0,Yes,11810001,9510001,10,0,17,Yes,11085001,9510001,10,0,11,Yes,11085169,9510169,8,0,8,Yes,10879085,9530335,5,0,5,Yes,11027852,9536914,6,0,4,Yes,11521622,9547246,4,0,2
Chikiller,68887982,18,53,0,Yes,11517581,9317581,10,0,16,Yes,11177889,9327889,10,0,13,Yes,11516616,9330366,8,0,8,Yes,11546000,9336000,7,1,10,Yes,11811745,9343775,4,0,4,Yes,11318151,9343775,2,0,2
JHang,54127960,15,53,0,Yes,10477960,8377960,10,0,15,Yes,10227960,8377960,10,0,13,Yes,10007850,8379100,8,0,8,No,3257045,1388295,5,1,8,Yes,10776307,8393650,6,0,8,Yes,9380838,8393650,3,0,1
Jeeves,68089154,20,58,0,Yes,11692907,9292907,11,0,18,Yes,10992907,9292907,11,0,12,Yes,11303034,9299284,8,0,10,Yes,11355765,9324515,6,1,9,Yes,11199051,9326238,6,0,6,Yes,11545490,9351739,4,0,3
Patrick4,61812829,21,65,6,Yes,10835947,8435947,10,0,18,No,4397999,2447999,10,0,14,Yes,11355370,9172870,8,0,11,Yes,11587996,9199246,7,0,9,Yes,12239834,9201083,6,0,10,Yes,11395683,9201932,3,0,3
Yosh,57876366,6,28,0,Yes,10450399,8650399,10,0,12,Yes,9252898,8652898,4,0,6,Yes,9696025,8658525,7,0,5,Yes,8827558,8665058,1,0,1,Yes,9995368,8666930,5,0,3,Yes,9654118,8666930,2,0,1
Geralt of Rivia,48698730,27,35,0,Yes,9843287,8243287,9,0,13,No,1207035,707035,3,0,5,Yes,8911462,8248962,8,0,5,Yes,9093962,8248962,3,0,5,Yes,9673793,8345355,6,0,3,Yes,9969191,8269034,4,0,4
G4reth,69890205,3,70,0,Yes,11570567,9070567,11,0,19,Yes,11550895,9075895,10,0,15,Yes,12193881,9078881,9,0,14,Yes,12319450,9085700,8,0,13,Yes,11962550,9086299,6,0,7,Yes,10292862,9086299,3,0,2
Zarlis Rahn,62439788,7,57,0,Yes,10819969,8519969,11,0,17,Yes,10121109,8521109,10,0,11,Yes,9846109,8521109,9,0,8,Yes,10390197,8521447,6,0,8,Yes,10038791,8521447,6,0,8,Yes,11223613,8536268,4,0,5
Trask droll,72209808,40,67,3,Yes,12242170,9742170,13,1,19,Yes,11357533,9632533,12,0,12,Yes,12194179,9632929,11,0,11,Yes,12169919,9634919,7,1,9,Yes,12407148,9642616,8,0,10,Yes,11838859,9645108,5,0,6
MINI DarthAzazel,70155734,21,65,0,Yes,11963688,9663688,12,0,17,Yes,10921429,9671429,12,0,11,Yes,11802174,9673424,9,0,11,Yes,12041714,9669214,7,1,11,Yes,11065905,9670436,7,0,7,Yes,12360824,9673479,6,0,8
T,63403640,13,68,0,Yes,11564119,9164119,11,0,18,No,4460277,2560277,11,0,13,Yes,10428309,9174559,8,0,8,Yes,11550519,9178019,7,0,11,Yes,13041458,9178019,7,0,11,Yes,12358958,9178019,5,0,7
BobaChuck91,54126199,6,43,0,Yes,11030448,8930448,10,0,15,No,1920240,1070240,7,0,8,Yes,9848831,8936331,7,0,6,Yes,9619377,8953127,4,0,4,Yes,10775763,8953731,6,0,5,Yes,10931540,8957164,4,0,5
Squanchy420,60470690,13,48,0,Yes,10193859,8193859,9,0,14,Yes,9819001,8194001,8,0,11,Yes,10380251,8194001,7,0,8,Yes,10787928,8236678,6,1,9,Yes,9568367,8239929,4,0,3,Yes,9721284,8240502,3,0,3
El Jefe,49464966,5,47,0,No,3292195,1892195,7,0,11,Yes,10832687,8982687,9,0,13,Yes,10915187,8982687,7,0,10,No,3141936,1273186,5,0,8,Yes,10307149,8994961,5,0,3,Yes,10975812,9001436,2,0,2
