Name,Total Territory Points,Platoon Units,Combat Waves,Rogue Actions,P1 Deployed,P1 Territory Points,P1 Deployed GP,P1 Combat Attempts,P1 Special Attempts,P1 Waves,P2 Deployed,P2 Territory Points,P2 Deployed GP,P2 Combat Attempts,P2 Special Attempts,P2 Waves,P3 Deployed,P3 Territory Points,P3 Deployed GP,P3 Combat Attempts,P3 Special Attempts,P3 Waves,P4 Deployed,P4 Territory Points,P4 Deployed GP,P4 Combat Attempts,P4 Special Attempts,P4 Waves,P5 Deployed,P5 Territory Points,P5 Deployed GP,P5 Combat Attempts,P5 Special Attempts,P5 Waves,P6 Deployed,P6 Territory Points,P6 Deployed GP,P6 Combat Attempts,P6 Special Attempts,P6 Waves
Tranced,66779505,25,72,0,Yes,11064612,8764612,11,0,17,Yes,10567815,8767815,10,0,13,Yes,11146402,8781402,11,0,11,Yes,12199754,8787254,8,1,14,Yes,10999992,8789992,7,0,10,Yes,10800930,8789992,6,0,7
Delara Exibil,63504162,24,51,0,Yes,11033213,8933213,9,0,15,Yes,10534941,8934941,9,0,11,Yes,10815643,8950643,10,0,8,Yes,11162683,8952683,8,0,10,Yes,10791550,8959362,6,0,6,Yes,9166132,9003632,3,0,1
ArtVandalay,58821892,7,55,0,Yes,9654694,8154694,9,0,12,Yes,9980932,8155932,10,0,13,Yes,9376036,8159786,8,0,7,Yes,10028536,8159786,7,0,8,Yes,9388466,8161591,7,0,7,Yes,10393228,8162915,6,0,8
WharfRat,58370125,10,50,0,Yes,9764376,8264376,9,0,12,Yes,9869760,8269760,10,0,11,Yes,9997593,8277593,8,0,7,Yes,10309737,8278487,7,0,9,Yes,9643633,8278633,6,0,8,Yes,8785026,8281276,5,0,3
Verage Valoor,55898190,16,35,0,Yes,10272518,8372518,10,0,13,Yes,9427729,8377729,8,0,6,Yes,8973222,8381972,7,0,4,Yes,9234672,8389672,3,1,5,Yes,9060038,8393788,5,0,4,Yes,8930011,8426261,3,0,3
Skaar,63306694,21,81,6,Yes,10648208,8248208,11,0,18,No,8978414,6403414,10,0,16,Yes,11158107,8259357,9,0,13,Yes,11710189,8297689,8,0,14,Yes,10692784,8263409,8,0,11,Yes,10118992,8286804,6,0,9
Lambert,61148828,8,45,0,Yes,11134183,9034183,10,0,15,Yes,10509582,9034582,10,0,10,Yes,9664059,9039059,8,0,4,Yes,10232343,9046093,6,0,7,Yes,10056105,9048605,5,0,6,Yes,9552556,9048806,5,0,3
Trask droll,64666886,20,44,0,Yes,11436584,9236584,11,0,16,Yes,10461584,9236584,10,0,8,Yes,9740406,9240406,8,0,3,Yes,11800034,9248784,7,1,9,Yes,10423297,9253297,8,0,4,Yes,10804981,9257168,6,0,4
Quinlan Vos,60003217,5,37,0,Yes,10851895,8851895,9,0,14,Yes,9601911,8851911,5,0,3,Yes,9712604,8871354,9,0,4,Yes,11070654,8876904,7,0,10,Yes,9545568,8879318,6,0,4,Yes,9220585,8879335,4,0,2
Chikiller,41630848,15,25,0,No,2931849,1931849,8,0,10,Yes,9766774,8766774,10,0,6,Yes,9699274,8766774,10,0,2,Yes,10115861,8767111,6,0,5,Yes,9117090,8792090,6,0,2,No,0,0,0,0,0
Geralt of Rivia,50964896,15,29,0,Yes,8916767,7816767,9,0,11,Yes,8241767,7816767,9,0,4,Yes,8459072,7834072,9,0,4,Yes,8679982,7834982,5,0,5,Yes,8338732,7834982,6,0,3,Yes,8328576,7834982,3,0,2
Jeeves,62345757,8,48,0,Yes,11065749,8865749,10,0,16,Yes,10442021,8867021,9,0,11,Yes,10051249,8868749,9,0,4,Yes,10723578,8871078,7,1,8,Yes,9697342,8868592,7,0,5,Yes,10365818,8874880,5,0,4
Squanchy420,53456082,13,31,0,Yes,9585459,7685459,9,0,13,Yes,8585459,7685459,7,0,5,Yes,9367959,7685459,6,0,5,Yes,9375459,7685459,5,0,4,Yes,8692959,7685459,4,0,3,Yes,7848787,7686287,3,0,1
Nomad,59104495,13,51,0,Yes,10469925,8469925,10,0,14,Yes,9547838,8472838,10,0,10,Yes,9693724,8477474,9,1,7,Yes,10508531,8477281,7,0,9,Yes,9667879,8481629,7,0,7,Yes,9216598,8534098,4,0,4
Fidget92,60052492,8,46,1,Yes,10506864,8406864,10,0,15,Yes,9937647,8412647,10,0,10,Yes,10780362,8415362,7,0,9,Yes,10950362,8415362,8,0,9,Yes,9260362,8415362,6,0,2,Yes,8616895,8454395,4,0,1
JediAhsoka,47307774,17,28,0,Yes,8257448,7057448,5,0,9,Yes,7267605,7067605,6,0,2,Yes,7787246,7070996,4,0,4,Yes,8600272,7072772,6,0,6,Yes,7739022,7072772,3,0,4,Yes,7656181,7095556,2,0,3
non7top,57234188,11,41,0,Yes,9877678,8477678,9,0,11,Yes,9702678,8477678,10,0,8,Yes,9318928,8477678,8,0,5,Yes,9826428,8477678,6,0,8,Yes,9491383,8483883,6,0,6,Yes,9017093,8513343,5,0,3
DarthDax,64858481,23,39,0,Yes,10446038,9246038,6,0,6,Yes,9248087,9248087,0,0,0,Yes,11468582,9248582,9,0,8,Yes,11965294,9251544,8,0,10,Yes,11506755,9313005,9,0,10,Yes,10223725,9321850,7,0,5
Galatea,52545303,4,24,0,Yes,9429996,7929996,7,0,9,Yes,8959741,7934741,7,0,6,Yes,8992241,7934741,7,0,4,Yes,8961519,7937769,6,0,3,Yes,8263234,7938234,4,0,2,Yes,7938572,7938572,3,0,0
Zarlis Rahn,54845188,2,41,0,Yes,9411420,8011420,9,0,11,Yes,9362265,8012265,9,0,9,Yes,9786015,8012265,10,0,8,Yes,9198515,8012265,5,0,7,Yes,9020779,8013279,5,0,6,Yes,8066194,8066194,0,0,0
Puck,65961182,14,49,0,Yes,11117005,9017005,10,0,15,Yes,10300989,9025989,9,0,8,Yes,11334860,9027360,9,0,9,Yes,11245114,9067614,8,1,7,Yes,11224939,9067751,7,0,5,Yes,10738275,9068587,5,0,5
Kdizyl,50206772,10,20,0,Yes,8845369,7745369,8,0,8,Yes,8697688,7747688,5,0,5,Yes,8002976,7752976,6,0,2,Yes,8779243,7755493,5,0,3,Yes,8084129,7759129,5,0,2,Yes,7797367,7797367,4,0,0
Marl Jewel,66513014,4,51,0,Yes,11185046,9185046,10,0,14,Yes,11365371,9190371,10,0,13,Yes,11464121,9190371,10,0,9,Yes,11246286,9198786,6,0,6,Yes,11542189,9206251,8,0,6,Yes,9710001,9206251,6,0,3
JHang,56914276,4,54,0,Yes,9646773,7946773,8,0,14,Yes,9546773,7946773,9,0,11,Yes,9595523,7946773,9,0,7,Yes,10000610,7953110,7,0,9,Yes,9663295,7957045,6,0,10,Yes,8461302,7957552,4,0,3
El Jefe,58140992,2,39,0,Yes,10364972,8464972,8,0,13,Yes,9964889,8464889,7,0,10,Yes,10063825,8468825,7,0,6,Yes,9996325,8468825,5,0,6,Yes,9139760,8473510,5,0,4,Yes,8611221,8611221,0,0,0
G4reth,63611869,1,60,0,Yes,10919435,8619435,10,0,17,Yes,10948618,8623618,10,0,14,Yes,10934133,8626633,10,0,9,Yes,11519441,8626941,8,0,11,Yes,10317854,8627854,7,0,7,Yes,8972388,8631138,5,0,2
Anci,37917756,11,14,0,Yes,8347759,6947759,8,0,8,Yes,7697759,6947759,6,0,3,Yes,7973246,6949496,4,0,3,No,0,0,0,0,0,Yes,6949496,6949496,3,0,0,Yes,6949496,6949496,3,0,0
Patrick4,53276272,10,49,1,No,3559886,1759886,9,0,15,Yes,10089323,8614323,10,0,10,Yes,10388073,8614323,9,0,7,Yes,10648387,8617137,7,0,9,Yes,9624637,8617137,6,0,6,Yes,8965966,8624716,5,0,2
Calaveylon Kwai,44066533,0,16,0,Yes,7469874,6969874,5,0,5,Yes,7321844,6971844,8,0,3,Yes,7346844,6971844,8,0,2,Yes,7641473,6975223,5,0,4,Yes,7305749,6980749,5,0,2,Yes,6980749,6980749,4,0,0
JediScum,47490835,1,17,0,No,0,0,0,0,0,Yes,9616543,8666543,4,0,5,Yes,9725356,8667856,8,0,3,Yes,9854316,8668066,6,0,4,Yes,9396602,8730352,6,0,4,Yes,8898018,8735518,4,0,1
