Name,Total Territory Points,Platoon Units,Combat Waves,Rogue Actions,P1 Deployed,P1 Territory Points,P1 Deployed GP,P1 Combat Attempts,P1 Special Attempts,P1 Waves,P2 Deployed,P2 Territory Points,P2 Deployed GP,P2 Combat Attempts,P2 Special Attempts,P2 Waves,P3 Deployed,P3 Territory Points,P3 Deployed GP,P3 Combat Attempts,P3 Special Attempts,P3 Waves,P4 Deployed,P4 Territory Points,P4 Deployed GP,P4 Combat Attempts,P4 Special Attempts,P4 Waves,P5 Deployed,P5 Territory Points,P5 Deployed GP,P5 Combat Attempts,P5 Special Attempts,P5 Waves,P6 Deployed,P6 Territory Points,P6 Deployed GP,P6 Combat Attempts,P6 Special Attempts,P6 Waves
OwningXylophone,71418777,14,56,0,Yes,12257620,10057620,11,0,16,Yes,11561625,10061625,10,0,11,Yes,12773339,10063339,9,1,13,Yes,11770590,10064340,7,0,10,Yes,11774582,10074425,4,0,4,Yes,11281021,10074458,4,0,2
BobbyMarshal,66750351,13,50,0,Yes,11126442,8826442,11,0,17,Yes,10651718,8901718,9,0,9,Yes,10409218,8901718,7,1,6,Yes,11417434,8902746,6,0,10,Yes,11315539,8902413,4,0,4,Yes,11830000,8905730,4,0,4
DarthDax,79916317,26,72,0,Yes,13624827,10924827,13,0,21,Yes,13803067,10928067,12,0,15,Yes,14516973,10928223,11,1,15,Yes,13152640,10928421,11,0,12,Yes,13890187,10928623,5,0,9,Yes,10928623,10928623,1,1,0
Javin Fis,70932082,8,65,0,Yes,11787528,9587528,11,0,16,Yes,12087528,9587528,10,0,15,Yes,12368778,9587528,9,1,13,Yes,11830447,9589978,7,0,12,Yes,12059406,9591436,5,0,7,Yes,10798395,9591832,3,0,2
Rhil Margos,70416143,2,54,0,Yes,12066159,9666159,11,0,18,Yes,11541159,9666159,11,0,13,Yes,12384598,9674598,9,1,10,Yes,10723143,9675018,8,0,6,Yes,11101376,9675438,4,0,3,Yes,12599708,9675438,3,0,4
Tyron Brandt,69037530,15,64,1,Yes,13857663,11157663,12,1,21,Yes,14064405,11189405,12,0,15,No,82600,82600,0,0,0,Yes,13944649,11200430,8,0,12,Yes,12694028,11213246,4,0,6,Yes,14394185,11213246,6,0,10
WharfRat,74818061,20,68,0,Yes,12109629,9809629,13,0,17,Yes,12061018,9811018,11,0,13,Yes,12968076,9829326,10,1,15,Yes,12377277,9836183,9,0,11,Yes,12037531,9843780,6,0,6,Yes,13264530,9846666,5,0,6
Trask droll,68957282,19,63,0,No,5157472,2657472,11,1,19,Yes,11886072,10386072,9,0,10,Yes,13679823,10466073,10,1,13,Yes,12146096,10466252,5,0,9,Yes,13647191,10466252,6,0,7,Yes,12440628,10466252,5,0,5
Chikiller,75369325,13,56,0,Yes,12277286,10077286,11,0,16,Yes,12832646,10082646,10,0,14,Yes,13356864,10089364,10,1,13,Yes,11600614,10089364,7,0,6,Yes,12559917,10091947,4,0,4,Yes,12741998,10091947,4,0,3
Geralt of Rivia,62848482,19,44,0,Yes,10606956,8906956,9,0,14,Yes,10781956,8906956,9,0,10,Yes,10843626,8907376,7,1,8,Yes,10087785,8917785,6,0,7,Yes,10398567,8917785,4,0,3,Yes,10129592,8923029,2,0,2
T,76208512,21,67,0,Yes,12084500,9884500,11,0,16,Yes,11516150,9891150,7,0,9,Yes,12747904,9966654,9,1,13,Yes,12046933,9968964,7,0,11,Yes,13921769,9973017,6,0,10,Yes,13891256,9979798,5,0,8
Marl Jewel,76747254,13,61,0,Yes,13203580,10303580,12,0,20,Yes,12928580,10303580,11,0,13,Yes,13672214,10387214,10,1,13,Yes,12251324,10398824,9,0,8,Yes,12811950,10398824,5,0,4,Yes,11879606,10398824,3,0,3
Fidget92,68527600,17,38,0,Yes,11703532,9603532,10,0,15,Yes,11353532,9603532,6,0,7,Yes,11327265,9121015,8,1,10,Yes,11449955,9617767,7,0,3,Yes,10615828,9628640,4,0,1,Yes,12077488,9646812,4,0,2
BobaChuck91,66443922,8,39,0,Yes,11580107,9580107,10,0,14,Yes,10961577,9586577,8,0,7,Yes,11272827,9586577,6,1,6,Yes,10760010,9590010,6,0,7,Yes,10796590,9590027,3,0,2,Yes,11072811,9592029,3,0,3
Dârth Jungle Asian,73534076,13,57,0,Yes,12623548,10023548,12,0,20,Yes,11968147,10093147,10,0,10,Yes,12638559,10107309,9,1,12,Yes,12181967,10130404,8,0,7,Yes,11065269,10132925,4,0,4,Yes,13056586,10132316,4,0,4
Excessive Fist,53594205,9,14,0,Yes,9679525,8879525,2,0,2,Yes,9630003,8880003,3,0,2,Yes,10613514,8998514,3,0,3,No,2986790,1317102,2,0,2,Yes,9985702,8998514,1,0,1,Yes,10698671,8998514,3,0,4
Blattu,81832565,15,91,0,Yes,12577762,9877762,13,0,21,Yes,13027446,9902446,11,0,17,Yes,13723746,9902496,10,1,16,Yes,14332603,9902446,11,0,17,Yes,13857354,9908602,7,0,10,Yes,14313654,9908602,7,0,10
Jonesmalones,83628528,60,67,2,Yes,13404841,11604841,10,0,18,Yes,13979841,11604841,12,0,15,Yes,11604841,11604841,0,1,0,Yes,14298279,11604841,7,0,14,Yes,16047810,11605464,7,0,12,Yes,14292916,11605571,7,0,8
Taco Hat,49613819,7,18,0,No,692230,392230,2,0,3,Yes,9593642,9093642,6,0,4,Yes,9560090,9093840,4,0,3,Yes,9598623,9094873,5,0,3,Yes,9588887,9095293,3,0,2,Yes,10580347,9099565,2,0,3
Scof,64259060,23,47,0,Yes,10630844,8330844,10,0,17,Yes,10080844,8330844,6,0,7,Yes,11473344,8330844,8,1,12,Yes,10504789,8331351,6,0,5,Yes,10309624,8335248,3,0,2,Yes,11259615,8335345,3,0,4
Puck,79953028,25,78,2,Yes,12840778,10240778,12,0,20,Yes,13242600,10242600,12,0,16,Yes,13709589,10245839,11,1,14,Yes,14500471,10249064,11,0,16,Yes,13432052,10251113,5,0,7,Yes,12227538,10253162,3,0,5
RoTahn Taske,78985637,7,63,0,Yes,13008102,10508102,12,0,19,Yes,13139987,10514987,11,0,13,Yes,13800494,10515494,10,1,12,Yes,12888011,10515511,8,0,12,Yes,12709262,10515511,5,0,3,Yes,13439781,10515511,4,0,4
MINI DarthAzazel,78506939,31,67,1,Yes,12798505,10498505,13,0,17,Yes,12623505,10498505,11,0,12,Yes,13029755,10498505,11,1,12,Yes,12443911,10504067,10,0,10,Yes,13685006,10504067,7,0,10,Yes,13926257,10508393,6,0,6
Tranced,83892597,31,92,0,Yes,12800680,10300680,12,0,19,Yes,13549367,10299367,11,1,18,Yes,14192636,10300136,11,1,17,Yes,13891666,10296353,10,0,16,Yes,15241365,10305425,8,0,14,Yes,14216883,10305425,6,0,8
Delara Exibil,78903606,55,70,0,Yes,13037260,10237260,11,0,19,Yes,12747360,10247360,10,0,15,Yes,13948381,10252131,10,1,15,Yes,13266555,10248117,9,0,13,Yes,12723875,10255905,3,0,4,Yes,13180175,10255905,3,0,4
JakeY,69357523,21,47,0,Yes,12434292,10034292,13,0,18,Yes,11535375,10035375,11,0,8,Yes,11886782,10038032,8,1,11,Yes,11225158,10038908,7,0,7,Yes,11027053,10039865,4,0,1,Yes,11248863,10042300,3,0,2
ArtVandalay,72439557,9,68,0,Yes,11917514,9417514,11,0,19,Yes,11767110,9392110,10,0,14,Yes,11165860,9392110,7,1,10,Yes,11703442,9395942,7,0,8,Yes,13070475,9395942,6,0,11,Yes,12815156,9397292,5,0,6
Verage Valoor,66937264,28,46,0,Yes,11653017,9753017,11,0,16,Yes,11380708,9755708,11,0,11,Yes,11446259,9760009,7,1,10,Yes,10947872,9761622,7,0,7,Yes,10754140,9766952,3,0,1,Yes,10755268,9768080,1,0,1
Skaar,78165232,45,87,8,Yes,12585548,9485548,13,0,22,Yes,12558227,9558227,10,0,16,Yes,13304408,9483158,10,1,16,Yes,13881509,9477758,10,0,16,Yes,12936417,9481259,7,0,11,Yes,12899123,9481259,6,0,6
Enigma,81154972,48,76,0,Yes,13326050,10626050,13,0,21,Yes,13887426,10637426,11,0,18,Yes,14461170,10639920,10,0,16,Yes,13348386,10644792,9,0,12,Yes,12563496,10643964,6,0,5,Yes,13568444,10644174,4,0,4
Lambert,71614388,19,44,0,Yes,12679512,10179512,12,0,19,Yes,11554512,10179512,10,0,7,Yes,12532012,10179512,9,1,10,Yes,10846902,10180652,7,0,4,Yes,11387215,10180652,4,0,2,Yes,12614235,10183559,3,0,2
Jeeves,76289168,21,64,0,Yes,12643956,10043956,12,0,20,Yes,12043956,10043956,10,0,11,Yes,12654505,10052005,9,1,12,Yes,12724690,10057658,7,0,10,Yes,13019420,10057856,5,0,6,Yes,13202641,10058996,4,0,5
Squanchy420,63256963,4,44,0,Yes,11085247,8885247,10,0,16,Yes,10519661,8894661,8,0,7,Yes,11543144,8904394,6,1,10,Yes,10595098,8905098,6,0,7,Yes,9126203,8906828,2,0,1,Yes,10387610,8906828,3,0,3
Nomad,74258111,27,64,0,Yes,12616320,10016320,13,0,20,Yes,12266893,10016893,11,0,13,Yes,12478888,10018888,10,1,12,Yes,12387261,10024917,9,0,10,Yes,13483985,10028827,6,0,8,Yes,11024764,10037576,2,0,1
JHang,71743533,29,61,0,Yes,11295571,9195571,10,0,15,Yes,11698721,9198721,9,0,12,Yes,12158721,9198721,9,1,11,Yes,12115458,9202645,7,0,12,Yes,12389812,9208873,5,0,7,Yes,12085250,9215824,4,0,4
Q Ryker,67133451,16,40,0,Yes,10960064,9160064,7,0,12,Yes,11160084,9160084,7,0,9,Yes,11707571,9247571,6,1,9,Yes,11288420,9293732,7,0,7,Yes,10282286,9295098,2,0,1,Yes,11735026,9304350,2,0,2
El Jefe,73498628,5,61,0,Yes,12089559,9889559,10,0,16,Yes,11894503,9894503,8,0,12,Yes,12612278,9902278,8,1,13,Yes,12416966,9902278,7,0,10,Yes,12595198,9907853,4,0,5,Yes,11890124,9915748,3,0,5
