Name,Total Territory Points,Platoon Units,Combat Waves,Rogue Actions,P1 Deployed,P1 Territory Points,P1 Deployed GP,P1 Combat Attempts,P1 Special Attempts,P1 Waves,P2 Deployed,P2 Territory Points,P2 Deployed GP,P2 Combat Attempts,P2 Special Attempts,P2 Waves,P3 Deployed,P3 Territory Points,P3 Deployed GP,P3 Combat Attempts,P3 Special Attempts,P3 Waves,P4 Deployed,P4 Territory Points,P4 Deployed GP,P4 Combat Attempts,P4 Special Attempts,P4 Waves,P5 Deployed,P5 Territory Points,P5 Deployed GP,P5 Combat Attempts,P5 Special Attempts,P5 Waves,P6 Deployed,P6 Territory Points,P6 Deployed GP,P6 Combat Attempts,P6 Special Attempts,P6 Waves
Patrick4,61439552,19,64,4,No,4699001,2499001,10,0,16,No,9019593,7194593,10,0,13,Yes,11570959,9297209,10,0,11,Yes,11695690,9306940,7,0,11,Yes,12183191,9306940,6,0,7,Yes,12271118,9309554,4,0,6
Avatany,48475448,11,38,0,Yes,11234978,9234978,9,0,14,No,2976754,1826754,6,0,7,Yes,11050599,9243099,6,0,9,No,1762868,917868,2,1,2,Yes,10723986,9243204,4,0,3,Yes,10726263,9245481,4,0,3
Tyrian,37304896,23,30,3,No,6349538,5449538,7,0,9,No,1941085,1216085,7,0,6,No,3955423,3330423,3,0,5,Yes,8924346,7738096,5,0,7,Yes,8394808,7738714,3,0,3,Yes,7739696,7739696,3,0,0
Username,54966320,18,65,1,No,5075231,2575231,12,0,19,No,4818491,2443491,11,0,14,Yes,11778369,9288369,9,0,12,Yes,10639709,9290959,5,1,8,Yes,11660385,9293978,7,0,8,Yes,10994135,9293978,3,0,4
JediAhsoka,49754211,18,38,0,No,2138237,1138237,4,0,7,Yes,8585372,7760372,5,0,7,Yes,9541237,7767487,5,0,8,Yes,9142807,7777807,3,1,5,Yes,9603947,7781915,4,0,5,Yes,10742611,7781047,4,0,6
Tani Mayse,61369942,5,41,0,Yes,10950911,9050911,11,0,13,Yes,10087600,9062600,11,0,9,Yes,9995503,9063003,11,0,6,Yes,10585335,9074085,7,1,9,Yes,9459041,9077166,6,0,2,Yes,10291552,9084989,4,0,2
OwningXylophone,67547645,17,59,0,Yes,11252573,9352573,10,0,13,Yes,10980582,9355582,8,0,11,Yes,11203484,9362234,10,0,12,Yes,11234681,9365931,6,1,11,Yes,11529314,9366032,6,0,7,Yes,11347011,9372635,4,0,5
non7top,52399284,17,40,0,Yes,11071843,8971843,10,0,15,No,2003737,1028737,7,0,9,Yes,10588696,9031196,9,0,10,Yes,9801450,8972700,5,0,5,Yes,9959888,8972700,3,0,1,Yes,8973670,8973670,0,0,0
Dârth Jungle Asian,68090905,19,52,0,Yes,11578040,9378040,10,0,16,Yes,10879317,9379317,10,0,10,Yes,10903067,9379317,12,0,6,Yes,11775904,9387154,9,0,11,Yes,10878348,9387410,7,0,4,Yes,12076229,9388884,4,0,5
Taco Hat,56655913,9,22,0,Yes,9760914,8560914,8,0,9,Yes,9007697,8632697,3,0,3,Yes,9223947,8632697,8,0,4,Yes,8962896,8637896,3,0,2,Yes,10017772,8689334,4,0,3,Yes,9682687,8695499,2,0,1
Scof,50386021,21,33,0,Yes,9767695,7867695,10,0,13,No,2124037,1124037,2,0,2,Yes,9705311,7874061,9,0,8,Yes,9909138,7877888,5,0,6,Yes,10014764,7877888,6,0,3,Yes,8865076,7877888,2,0,1
Zarlis Rahn,64540212,4,68,0,Yes,11044934,8644934,11,0,18,Yes,10400890,8650890,11,0,12,Yes,10154640,8650890,10,0,9,Yes,11204351,8653101,8,1,15,Yes,12092436,8655560,7,0,10,Yes,9642961,8655773,4,0,4
Rhil Margos,65353235,19,52,0,Yes,11186843,8986843,11,0,16,Yes,10436843,8986843,11,0,9,Yes,10985811,8995811,11,0,10,Yes,11877965,9001715,8,0,11,Yes,10377027,9007964,5,0,3,Yes,10488746,9007964,3,0,3
MINI DarthAzazel,71885977,27,69,0,Yes,12005397,9805397,12,0,16,Yes,11925867,9825867,13,0,15,Yes,12425687,9844437,12,0,12,Yes,13077271,9843521,9,1,16,Yes,12576279,9852372,8,0,10,Yes,9875476,9875476,1,0,0
Tranced,79043577,57,98,0,Yes,12056060,9556060,12,0,19,Yes,12614607,9564607,12,0,20,Yes,13541473,9585223,13,0,20,Yes,13681854,9586854,10,1,18,Yes,13882242,9592240,9,0,12,Yes,13267341,9592808,6,0,9
ArtVandalay,67129285,12,66,0,Yes,11139107,8739107,10,0,18,Yes,10938247,8738247,10,0,16,Yes,10641506,8742756,7,0,8,Yes,11285346,8750346,8,0,12,Yes,12394410,8750346,7,0,10,Yes,10730669,8756293,2,0,2
WharfRat,66738273,9,62,0,Yes,11533766,9033766,12,0,19,Yes,10904002,9104002,11,0,13,Yes,11515108,9116358,9,0,12,Yes,11504064,9131564,7,1,11,Yes,10640993,9150055,7,0,4,Yes,10640340,9159558,4,0,3
DarthRevanNL,52706729,18,8,2,No,4008000,4008000,0,0,0,Yes,10226719,9551719,5,0,6,Yes,9801719,9551719,2,0,2,Yes,9551719,9551719,0,1,0,Yes,9559286,9559286,0,0,0,Yes,9559286,9559286,0,0,0
Lambert,67451887,13,46,0,Yes,11791486,9591486,10,0,16,Yes,11095931,9645931,10,0,10,Yes,11368190,9648190,10,0,8,Yes,11171843,9660593,7,0,6,Yes,11154237,9663299,7,0,4,Yes,10870200,9663637,2,0,2
Trask droll,73231030,43,67,0,Yes,12246978,9746978,13,1,19,Yes,12499508,9799508,13,0,17,Yes,11452723,9803973,11,0,9,Yes,12859984,9804984,10,1,12,Yes,11670080,9807423,6,0,5,Yes,12501757,9814412,5,0,5
Chikiller,70608336,12,62,0,Yes,11563829,9463829,11,0,15,Yes,11570412,9470412,10,0,15,Yes,12585490,9470490,9,0,15,Yes,12365397,9472897,8,1,11,Yes,11836343,9480092,5,0,4,Yes,10686865,9480302,3,0,2
Squanchy420,60470405,12,42,0,Yes,10377294,8377294,9,0,14,Yes,9633738,8383738,7,0,8,Yes,10316238,8383738,6,0,7,Yes,10937196,8385946,6,1,9,Yes,9600067,8393504,5,0,2,Yes,9605872,8399309,2,0,2
Nomad,66861311,25,59,0,Yes,11797669,9197669,12,0,20,Yes,10202804,9202804,10,0,9,Yes,10966266,9212516,9,0,8,Yes,11770962,9219712,8,1,12,Yes,10216518,9219174,7,0,5,Yes,11907092,9219747,4,0,5
JHang,63227418,24,57,0,Yes,10708265,8508265,10,0,16,Yes,10240961,8590961,10,0,11,Yes,10739711,8590961,10,0,10,Yes,10972267,8599767,7,1,11,Yes,10530293,8600605,7,0,6,Yes,10035921,8609983,4,0,3
Q Ryker,51734737,28,42,0,Yes,10322706,8522706,8,0,12,No,1772653,972653,5,0,7,Yes,10676917,8528167,8,0,11,Yes,10575088,8527588,6,0,9,Yes,8870524,8529274,2,0,2,Yes,9516849,8529661,2,0,1
Marl Jewel,57674867,19,56,0,No,4216782,2316782,9,0,13,No,4234872,2159872,8,0,11,Yes,12127976,9762976,12,0,10,Yes,11962859,9769109,10,1,10,Yes,12831267,9833141,7,0,8,Yes,12301111,9833141,3,0,4
Enigma,68775157,18,83,0,Yes,12451818,10151818,12,0,17,Yes,12580229,10155229,13,0,18,Yes,13495877,10164627,12,0,15,Yes,14261603,10166603,10,1,18,No,3126369,1115431,4,0,7,Yes,12859261,10171916,6,0,8
Geralt of Rivia,57702212,30,40,0,Yes,9998562,8398562,9,0,16,Yes,9451720,8401720,9,0,6,Yes,9282936,8407936,9,0,7,Yes,9264295,8419295,6,0,5,Yes,9576660,8426972,6,0,2,Yes,10128039,8427882,4,0,4
Kirath Tyria,65321935,17,68,0,Yes,12234038,9834038,12,0,18,No,4574887,2724887,11,0,13,Yes,12789421,9833171,11,0,15,Yes,12200918,9828418,10,1,11,Yes,11763608,9833920,7,0,6,Yes,11759063,9839531,5,0,5
Excessive Fist,52797373,10,26,0,No,3487889,1887889,6,0,10,Yes,8843192,8343192,1,0,1,Yes,9529566,8347066,2,0,2,Yes,10735816,8347066,5,0,8,Yes,10347252,8372876,2,0,2,Yes,9853658,8372876,3,0,3
thirteensuns,58521183,13,41,0,Yes,9781620,8181620,8,0,13,Yes,9614829,8239829,10,0,9,Yes,10299896,8242396,8,0,8,Yes,9597724,8248974,5,0,5,Yes,9972450,8262137,6,0,5,Yes,9254664,8267476,1,0,1
Javin Fis,71167887,10,78,0,Yes,11410299,9110299,11,0,17,Yes,11561016,9111016,11,0,18,Yes,11589768,9191018,9,0,12,Yes,12092522,9200022,8,1,14,Yes,11855607,9198731,7,0,9,Yes,12658675,9203517,5,0,8
G4reth,69335223,5,65,0,Yes,11767219,9167219,11,0,20,Yes,11423509,9173509,10,0,13,Yes,11197492,9173742,8,0,10,Yes,12228742,9173742,8,0,12,Yes,12055578,9179327,6,0,7,Yes,10662683,9181901,3,0,3
El Jefe,66637246,5,49,0,Yes,11227821,9127821,11,0,15,Yes,11027834,9127834,10,0,13,Yes,11493638,9128638,8,0,11,Yes,10314938,9128688,4,0,4,Yes,11456577,9140951,5,0,4,Yes,11116438,9142062,2,0,2
Kÿłë škÿwäłkër,52510556,3,42,0,Yes,11313586,9113586,10,0,16,Yes,10322309,9122309,10,0,11,No,59670,59670,0,0,0,Yes,10657896,9130396,7,1,9,Yes,9816162,9133662,4,0,4,Yes,10340933,9134370,4,0,2
T,63543847,3,61,0,No,4830122,2530122,11,0,17,Yes,10663721,9263721,9,0,9,Yes,10326308,9268808,7,0,4,Yes,11641308,9268808,9,0,11,Yes,13135647,9272208,8,0,11,Yes,12946741,9272208,6,0,9
Jeeves,70735084,16,66,0,Yes,12133102,9533102,12,0,20,Yes,11471505,9546505,12,0,14,Yes,12166650,9551650,11,0,13,Yes,11767354,9557354,8,1,10,Yes,11445217,9556154,6,0,6,Yes,11751256,9557505,4,0,3
Yosh,58216730,10,27,0,Yes,10798173,8798173,10,0,14,Yes,9323383,8798383,8,0,5,Yes,9183526,8808526,8,0,3,Yes,9312276,8808526,5,0,3,Yes,9799686,8812498,2,0,1,Yes,9799686,8812498,2,0,1
BobaChuck91,54072352,1,35,0,No,2773280,1573280,6,0,9,Yes,9678412,9053412,9,0,6,Yes,9931695,9056695,8,0,6,Yes,9723087,9056837,4,0,4,Yes,10878869,9056837,5,0,5,Yes,11087009,9112633,3,0,5
