Name,Total Territory Points,Platoon Units,Combat Waves,Rogue Actions,P1 Deployed,P1 Territory Points,P1 Deployed GP,P1 Combat Attempts,P1 Special Attempts,P1 Waves,P2 Deployed,P2 Territory Points,P2 Deployed GP,P2 Combat Attempts,P2 Special Attempts,P2 Waves,P3 Deployed,P3 Territory Points,P3 Deployed GP,P3 Combat Attempts,P3 Special Attempts,P3 Waves,P4 Deployed,P4 Territory Points,P4 Deployed GP,P4 Combat Attempts,P4 Special Attempts,P4 Waves,P5 Deployed,P5 Territory Points,P5 Deployed GP,P5 Combat Attempts,P5 Special Attempts,P5 Waves,P6 Deployed,P6 Territory Points,P6 Deployed GP,P6 Combat Attempts,P6 Special Attempts,P6 Waves
Puck,64901035,3,50,1,Yes,10591432,8791432,9,0,12,Yes,10675383,8800383,9,0,10,Yes,10627819,8802819,8,0,9,Yes,10750606,8814356,7,0,8,Yes,11208820,8816007,6,1,6,Yes,11046975,8816662,7,0,5
RoTahn Taske,58083489,4,50,1,Yes,11509493,9309493,10,0,16,No,276340,76340,1,0,2,Yes,10912201,9337201,7,0,8,Yes,11311206,9337456,7,0,8,Yes,12207719,9351781,8,0,9,Yes,11866530,9351842,7,0,7
MINI DarthAzazel,66112849,10,54,2,Yes,10747365,9047365,9,0,14,Yes,10301501,9051501,10,0,8,Yes,10876820,9051820,7,0,9,Yes,10180570,9051820,5,0,6,Yes,11913286,9067504,8,1,8,Yes,12093307,9085025,8,0,9
Tranced,65133518,7,73,0,Yes,10983394,8583394,10,0,18,Yes,10632215,8582215,10,0,15,Yes,10588267,8584517,7,0,10,Yes,9839228,8585478,5,0,7,Yes,10978441,8589691,6,1,11,Yes,12111973,8599941,8,0,12
Delara Exibil,63043633,8,47,0,Yes,10847728,8847728,9,0,14,Yes,9848715,8848715,9,0,6,Yes,10107709,8853959,7,0,5,Yes,10108402,8854652,5,0,7,Yes,11558938,8865500,6,0,8,Yes,10572141,8865891,6,0,7
ArtVandalay,61420689,5,63,0,Yes,9867787,8067787,9,0,15,Yes,9795120,8070120,10,0,12,Yes,10253226,8070726,7,0,11,Yes,9503646,8071146,5,0,8,Yes,11081705,8073423,7,0,9,Yes,10919205,8073423,7,0,8
WharfRat,57915185,3,46,0,Yes,9811179,8111179,9,0,14,Yes,9466140,8116140,10,0,9,Yes,9445904,8120904,7,0,6,Yes,8708266,8117016,5,0,3,Yes,9654962,8127462,7,0,6,Yes,10828734,8135296,7,0,8
Verage Valoor,55952473,8,36,0,Yes,9673286,8173286,9,0,12,Yes,9575856,8175856,8,0,9,Yes,8840177,8177677,5,0,5,Yes,8840387,8177887,4,0,4,Yes,9509816,8181378,4,0,3,Yes,9512951,8184513,4,0,3
Skaar,64112865,20,71,7,Yes,10536549,8136549,11,0,18,Yes,10236173,8136173,10,0,15,Yes,10325463,8139213,8,0,8,Yes,10347306,8141056,8,0,10,Yes,11333304,8146272,7,0,10,Yes,11334070,8147038,7,0,10
Lambert,60850967,3,47,0,Yes,11246592,8946592,10,0,17,Yes,9949283,8949283,10,0,9,Yes,10612227,8949727,7,0,8,Yes,9954423,8950673,5,0,6,Yes,9292046,8950796,6,0,2,Yes,9796396,8951396,5,0,5
Trask droll,68082741,18,56,1,Yes,11073227,9073227,10,0,14,Yes,10973871,9073871,10,0,10,Yes,11082688,9075188,9,0,8,Yes,10761438,9075188,6,0,6,Yes,12264218,9077186,8,0,10,Yes,11927299,9081517,8,0,8
Quinlan Vos,50230690,1,36,0,Yes,10246940,8746940,9,0,12,Yes,9732341,8757341,9,0,5,No,0,0,0,0,0,Yes,9339515,8764515,5,0,4,Yes,9943133,8767039,7,0,6,Yes,10968761,8768917,7,0,9
Chikiller,58900853,3,37,0,Yes,9994693,8694693,8,0,10,Yes,9721688,8696688,10,0,6,Yes,9949437,8699437,7,0,6,Yes,9363176,8700676,5,0,4,Yes,9765051,8700676,6,0,6,Yes,10106808,8701183,7,0,5
Squanchy420,53063268,9,35,0,Yes,9445929,7545929,9,0,13,Yes,8695929,7545929,7,0,7,Yes,8708429,7545929,6,0,6,Yes,7960936,7548436,4,0,3,Yes,8724530,7548436,4,0,3,Yes,9527515,7638452,3,0,3
Marl Jewel,66748571,2,52,0,Yes,11155101,9055101,10,0,15,Yes,10934899,9059899,10,0,10,Yes,11191866,9096866,7,0,8,Yes,9676564,9101564,6,0,3,Yes,11494617,9101804,7,0,6,Yes,12295524,9108492,7,0,10
G4reth,63103569,1,56,0,Yes,10736787,8536787,10,0,16,Yes,10163522,8538522,10,0,11,Yes,10044121,8540371,7,0,7,Yes,9848282,8540782,5,0,7,Yes,11244691,8551253,7,0,8,Yes,11066166,8551478,7,0,7
Avatany,52844901,0,10,0,Yes,9350454,8550454,4,0,5,Yes,9030544,8555544,7,0,4,Yes,8704674,8542174,2,0,1,Yes,8559646,8559646,0,0,0,Yes,8598519,8598519,0,0,0,Yes,8601064,8601064,0,0,0
Jeeves,61673181,6,50,0,Yes,10154048,8754048,8,0,14,Yes,9833267,8758267,9,0,10,Yes,10336747,8761747,7,0,7,Yes,9590830,8765830,5,0,5,Yes,11282415,8767727,7,0,7,Yes,10475874,8769624,7,0,7
JHang,50816840,2,46,0,Yes,9421323,7821323,8,0,13,Yes,9297340,7822340,9,0,10,Yes,9272340,7822340,7,0,7,Yes,8709330,7830580,5,0,5,No,3933739,1760301,6,0,5,Yes,10182768,7830580,6,0,6
Geralt of Rivia,53231554,0,29,0,Yes,8854322,7754322,8,0,8,Yes,8679532,7754532,9,0,5,Yes,8667452,7754952,7,0,4,Yes,8169922,7757422,5,0,2,Yes,9430163,7760475,5,0,5,Yes,9430163,7760475,4,0,5
Nomad,53446717,1,51,0,Yes,10399561,8299561,10,0,15,Yes,9779590,8304590,10,0,10,No,2956865,1631865,7,0,6,Yes,9017060,8138310,5,0,5,Yes,11503998,8316966,6,1,10,Yes,9789643,8384018,6,0,5
Taco Hat,52165218,0,20,0,Yes,9002873,8102873,8,0,6,Yes,8853016,8103016,8,0,3,Yes,8732549,8103799,5,0,4,Yes,8681202,8106202,4,0,3,Yes,8447789,8106539,3,0,2,Yes,8447789,8106539,2,0,2
Calaveylon Kwai,43730025,0,16,0,Yes,7530596,6930596,7,0,6,Yes,7183065,6933065,8,0,2,Yes,7348549,6936049,6,0,3,Yes,7101267,6938767,5,0,1,Yes,7283070,6941820,4,0,2,Yes,7283478,6942228,4,0,2
JediScum,51697716,1,26,0,Yes,9811836,8611836,8,0,9,No,2950281,2150281,9,0,4,Yes,9787415,8624915,7,0,5,Yes,9201434,8626434,5,0,3,Yes,9650406,8626656,5,0,3,Yes,10296344,8626656,3,0,2
Anci,46823714,0,22,0,Yes,8333114,6933114,9,0,8,Yes,7786084,6936084,6,0,4,Yes,7686129,6936129,3,0,3,Yes,7098629,6936129,2,0,1,Yes,7959879,6936129,4,0,3,Yes,7959879,6936129,4,0,3
Darrow Starfall,40122298,1,7,0,Yes,8530174,7830174,6,0,7,No,187110,187110,1,0,0,Yes,7842076,7842076,0,0,0,Yes,7843408,7843408,0,0,0,Yes,7856605,7856605,0,0,0,Yes,7862925,7862925,0,0,0
BobbyMarshal,43134281,0,26,1,No,0,0,0,0,0,Yes,8186292,7111292,8,0,6,Yes,8027167,7114667,4,0,4,Yes,7618417,7114667,3,0,3,Yes,9514305,7121492,5,0,6,Yes,9788100,7121068,5,0,7
