Name,Total Territory Points,Platoon Units,Combat Waves,Rogue Actions,P1 Deployed,P1 Territory Points,P1 Deployed GP,P1 Combat Attempts,P1 Special Attempts,P1 Waves,P2 Deployed,P2 Territory Points,P2 Deployed GP,P2 Combat Attempts,P2 Special Attempts,P2 Waves,P3 Deployed,P3 Territory Points,P3 Deployed GP,P3 Combat Attempts,P3 Special Attempts,P3 Waves,P4 Deployed,P4 Territory Points,P4 Deployed GP,P4 Combat Attempts,P4 Special Attempts,P4 Waves,P5 Deployed,P5 Territory Points,P5 Deployed GP,P5 Combat Attempts,P5 Special Attempts,P5 Waves,P6 Deployed,P6 Territory Points,P6 Deployed GP,P6 Combat Attempts,P6 Special Attempts,P6 Waves
Avatany,68242075,16,33,0,Yes,11800945,9900945,9,0,13,Yes,11402463,9902463,9,0,8,Yes,11341350,9905100,5,1,6,Yes,10231356,9906356,3,0,2,Yes,11117956,9911393,3,0,2,Yes,12348005,9917329,2,0,2
Tyrian,60320602,22,43,0,Yes,9717607,8517607,8,0,12,Yes,10155373,8530373,9,0,9,Yes,10650604,8531854,8,1,9,Yes,10036540,8535446,8,0,8,Yes,9742573,8536010,4,0,2,Yes,10017905,8537123,2,0,3
JediAhsoka,65122419,14,44,0,Yes,10182544,9082544,7,0,11,Yes,9832925,9082925,3,1,5,Yes,10861371,9083871,5,1,7,Yes,10612074,9094730,4,0,8,Yes,12551918,9096760,5,0,8,Yes,11081587,9107211,3,0,5
Yosh,67762202,17,40,0,Yes,12000759,9800759,12,0,16,Yes,11425759,9800759,8,0,8,Yes,11674577,9809577,6,0,8,Yes,10542940,9819815,5,0,4,Yes,11300597,9819815,2,0,3,Yes,10817570,9830382,2,0,1
Tani Mayse,71934601,7,52,0,Yes,12459069,10259069,13,0,19,Yes,12516219,10266219,11,0,13,Yes,12744955,10284955,9,1,11,Yes,11183901,10298276,9,0,5,Yes,11730116,10304178,5,0,3,Yes,11300341,10313153,4,0,1
non7top,60431936,9,50,0,No,4395181,2395181,11,0,17,Yes,12120259,9745259,10,0,14,Yes,11850557,9751807,8,1,12,Yes,10583021,9754271,7,0,5,Yes,10741459,9754271,2,0,1,Yes,10741459,9754271,3,0,1
BobbyMarshal,71810946,25,48,0,Yes,11831566,9731566,11,0,15,Yes,11361441,9736441,10,0,8,Yes,11429009,9742759,7,1,7,Yes,12337613,9782300,7,0,10,Yes,12439918,9752573,4,0,5,Yes,12411399,9761348,4,0,3
DarthDax,73339541,36,79,0,Yes,14182309,11382309,13,0,22,Yes,14507371,11382371,12,0,17,Yes,15024888,11382388,11,1,15,Yes,15140201,11382388,11,0,17,Yes,14069733,11382388,6,0,8,No,415039,415039,0,0,0
Javin Fis,75274688,11,67,0,Yes,12081617,9881617,10,0,16,Yes,12134241,9884241,10,0,14,Yes,12683370,9885870,9,1,13,Yes,11728832,9886488,7,0,10,Yes,13341856,9886698,5,0,8,Yes,13304772,9886908,4,0,6
Rhil Margos,73891967,18,54,0,Yes,11967711,9967711,12,0,17,Yes,11693190,9943190,11,0,9,Yes,12816601,9944101,9,1,11,Yes,12128682,9945088,9,0,9,Yes,12413058,9945088,4,0,4,Yes,12872725,9948455,3,0,4
Tyron Brandt,87153205,27,79,0,Yes,14200808,11500808,13,1,21,Yes,13765175,11515175,11,0,13,Yes,15158515,11516015,10,1,15,Yes,14356613,11516925,9,0,12,Yes,15685177,11517050,7,0,11,Yes,13986917,11518947,5,0,7
Trask droll,72974827,28,68,0,No,6310372,3410372,12,1,20,Yes,11866896,10741896,4,0,6,Yes,14563146,10741896,10,1,16,Yes,12811533,10749814,10,0,11,Yes,14205034,10749876,6,0,8,Yes,13217846,10749876,5,0,7
Chikiller,73644745,12,54,0,Yes,12614424,10314424,11,0,17,Yes,12581385,10331385,11,0,10,Yes,12737635,10331385,11,1,11,Yes,12621415,10354540,9,0,10,Yes,11780478,10354540,5,0,3,Yes,11309408,10368289,4,0,3
Geralt of Rivia,66103420,19,49,0,Yes,11338262,9338262,10,0,17,Yes,11338262,9338262,9,0,11,Yes,11437432,9338682,7,1,9,Yes,10391601,9343476,7,0,6,Yes,11044602,9344445,4,0,4,Yes,10553261,9346698,2,0,2
T,66002529,58,54,0,No,1581517,1181517,3,0,4,Yes,12164785,10164785,10,0,11,Yes,12407884,10164134,8,1,10,Yes,13432416,10164134,9,0,13,Yes,13783823,10164134,7,0,9,Yes,12632104,10164134,5,0,7
Jay Maop,67351231,7,25,2,Yes,12389752,10389752,9,0,17,Yes,11854033,10354033,5,1,6,Yes,10351581,10351581,0,1,0,Yes,11043851,10361351,1,0,1,Yes,10362413,10362413,1,0,0,Yes,11349601,10362413,1,0,1
Marl Jewel,71852115,20,56,0,No,4620130,2420130,9,0,16,Yes,13093973,10718973,9,0,11,Yes,13860131,10721381,8,1,12,Yes,13919479,10722291,9,0,11,Yes,12702461,10728085,4,0,2,Yes,13655941,10731671,3,0,4
Fidget92,70735551,20,43,0,Yes,11978546,9878546,12,0,15,Yes,11754533,9879533,10,0,10,Yes,12503002,9880502,8,1,10,Yes,11052400,9882400,6,0,4,Yes,10875949,9888761,4,0,1,Yes,12571121,9921070,4,0,3
BobaChuck91,68448814,14,43,2,Yes,11752971,9752971,10,0,14,Yes,11007577,9757577,10,0,6,Yes,10928138,9761888,7,1,6,Yes,12035869,9768994,7,0,10,Yes,11470493,9770336,4,0,4,Yes,11253766,9772984,3,0,3
Dârth Jungle Asian,76306815,13,59,0,Yes,13098407,10398407,12,0,18,Yes,12271954,10396954,9,0,10,Yes,13360879,10400879,9,1,14,Yes,11677677,10410177,8,0,7,Yes,12337434,10417902,5,0,5,Yes,13560464,10416819,4,0,5
Excessive Fist,68773664,41,27,0,Yes,10497106,9497106,3,0,4,Yes,11247106,9497106,5,1,7,Yes,11453356,9497106,4,0,5,Yes,11671220,9497782,4,0,5,Yes,11472158,9497782,2,0,2,Yes,12432718,9508448,4,0,4
Blattu,88405504,11,104,0,Yes,13663674,10463674,13,0,23,Yes,13729084,10479084,12,0,18,Yes,14300384,10479134,11,1,16,Yes,15680922,10482952,11,0,20,Yes,15639329,10484014,9,0,15,Yes,15392111,10493465,7,0,12
Jonesmalones,75335205,57,72,2,No,2604038,1304038,7,0,13,Yes,13423897,11798897,9,0,12,Yes,14380147,11798897,9,1,15,Yes,14985929,11798897,8,0,16,Yes,13280312,11799530,3,0,6,Yes,16660882,11799530,7,0,10
Taco Hat,58523200,12,18,0,Yes,10072629,9172629,8,0,9,Yes,9423778,9173778,5,0,2,Yes,10015028,9173778,4,0,4,Yes,9174887,9174887,0,0,0,Yes,9177631,9177631,0,0,0,Yes,10659247,9178465,2,0,3
Scof,65147487,13,52,0,Yes,10567413,8467413,10,0,15,Yes,9968313,8468313,7,0,8,Yes,11107063,8468313,8,1,13,Yes,11145501,8468313,7,0,8,Yes,10936300,8468330,3,0,4,Yes,11422897,8498627,3,0,4
Puck,76541058,20,82,1,No,5610699,3110699,12,0,19,Yes,13654301,10654301,12,1,16,Yes,14297044,10654544,11,1,15,Yes,14074726,10658163,11,0,15,Yes,14606915,10658163,6,0,10,Yes,14297373,10660134,6,0,7
RoTahn Taske,80649490,7,61,1,Yes,13442927,10842927,12,0,20,Yes,12469393,10844393,11,0,11,Yes,13966893,10844393,10,1,12,Yes,14214195,10854507,10,0,12,Yes,13269221,10856095,5,0,4,Yes,13286861,10856185,4,0,2
MINI DarthAzazel,79178449,26,69,0,Yes,13240635,10740635,13,0,19,Yes,13115635,10740635,12,0,11,Yes,13700635,10740635,11,1,14,Yes,13024249,10743155,10,0,12,Yes,13924823,10743884,8,0,10,Yes,12172472,10746534,5,0,3
Tranced,88491078,26,96,0,Yes,13801878,10801878,12,0,21,Yes,14180744,10805744,13,1,19,Yes,14876212,10804962,12,1,18,Yes,15663200,10806480,10,0,18,Yes,15249017,10806671,7,0,12,Yes,14720027,10808569,6,0,8
JakeY,72823734,9,59,0,Yes,12696917,10196917,13,0,19,Yes,12333260,10208260,11,0,13,Yes,12918238,10208238,10,1,13,Yes,11745466,10217966,7,0,9,Yes,12414057,10220306,4,0,3,Yes,10715796,10222202,3,0,2
ArtVandalay,75827449,13,72,0,Yes,12244008,9744008,11,0,19,Yes,11994346,9744346,10,0,13,Yes,12302252,9683502,8,1,12,Yes,12394901,9746151,9,0,12,Yes,13710369,9761617,6,0,10,Yes,13181573,9763709,4,0,6
Skaar,83198790,67,88,8,Yes,12859478,10159478,13,0,21,Yes,13163334,10163334,11,0,16,Yes,13988772,10167522,10,1,16,Yes,14710856,10195386,10,1,16,Yes,14640580,10198234,7,0,12,Yes,13835770,10198531,6,0,7
Enigma,85366092,24,82,0,Yes,13855097,10855097,13,0,21,Yes,13984711,10859711,12,0,17,Yes,14679847,10858597,10,1,16,Yes,14715563,10872437,9,0,13,Yes,13834350,10872786,6,0,9,Yes,14296524,10878660,5,0,6
Lambert,74156181,11,50,0,Yes,12926562,10526562,12,0,18,Yes,11901562,10526562,7,0,8,Yes,13130124,10527624,10,1,12,Yes,11929033,10539658,8,0,8,Yes,12514034,10539658,4,0,2,Yes,11754866,10548303,4,0,2
Jeeves,68110739,15,64,0,No,3200250,1500250,9,0,17,Yes,12150720,10525720,11,0,11,Yes,12982390,10526140,10,1,14,Yes,13582398,10533491,8,0,12,Yes,12510712,10536336,5,0,5,Yes,13684269,10540624,4,0,5
Squanchy420,63153212,12,39,0,Yes,11011201,9011201,9,0,14,Yes,10636201,9011201,6,0,6,Yes,10697451,9011201,6,1,7,Yes,10555706,9028206,5,0,6,Yes,10729503,9029346,4,0,4,Yes,9523150,9029556,2,0,2
Nomad,81130362,28,77,0,Yes,13063652,10563652,12,0,19,Yes,12691329,10566329,11,0,15,Yes,13455079,10566329,10,1,14,Yes,14655854,10566947,10,0,15,Yes,13264694,10577349,6,0,8,Yes,13999754,10581890,4,0,6
JHang,71248830,14,61,0,Yes,11797836,9497836,11,0,17,Yes,12003568,9503568,11,0,12,Yes,13140683,9498183,10,1,15,Yes,12243284,9495002,9,0,10,Yes,11141417,9496104,5,0,4,Yes,10922042,9496104,4,0,3
Q Ryker,70315624,15,48,0,Yes,11730366,9630366,9,0,15,Yes,11387369,9637369,8,0,10,Yes,12438619,9637369,7,1,11,Yes,12494126,9638188,6,0,9,Yes,11623422,9649046,2,0,2,Yes,10641722,9654534,2,0,1
El Jefe,77378560,3,61,0,Yes,12642286,10342286,11,0,17,Yes,12217421,10342421,9,0,11,Yes,13231171,10342421,9,1,14,Yes,12697259,10345071,7,0,9,Yes,13306680,10345116,4,0,6,Yes,13283743,10359473,4,0,4
