Name,Total Territory Points,Platoon Units,Combat Waves,Rogue Actions,P1 Deployed,P1 Territory Points,P1 Deployed GP,P1 Combat Attempts,P1 Special Attempts,P1 Waves,P2 Deployed,P2 Territory Points,P2 Deployed GP,P2 Combat Attempts,P2 Special Attempts,P2 Waves,P3 Deployed,P3 Territory Points,P3 Deployed GP,P3 Combat Attempts,P3 Special Attempts,P3 Waves,P4 Deployed,P4 Territory Points,P4 Deployed GP,P4 Combat Attempts,P4 Special Attempts,P4 Waves,P5 Deployed,P5 Territory Points,P5 Deployed GP,P5 Combat Attempts,P5 Special Attempts,P5 Waves,P6 Deployed,P6 Territory Points,P6 Deployed GP,P6 Combat Attempts,P6 Special Attempts,P6 Waves
Lambert,63856419,5,47,0,Yes,11461170,9161170,10,0,17,Yes,10518892,9168892,10,0,9,Yes,10493892,9168892,7,0,8,Yes,10353912,9183912,6,0,7,Yes,10854169,9184481,5,0,5,Yes,10174384,9187196,4,0,1
Trask droll,67921933,17,56,0,Yes,11516415,9316415,10,0,16,Yes,10917687,9317687,11,0,11,Yes,11629147,9317897,9,0,9,Yes,9823808,9320058,2,0,3,Yes,13010840,9320058,8,1,13,Yes,11024036,9323879,5,0,4
Quinlan Vos,62553672,8,36,0,Yes,10443062,8943062,8,0,9,Yes,10093621,8943621,9,0,7,Yes,10269291,8944291,7,0,7,Yes,10461431,8950181,7,0,6,Yes,11126571,8953133,7,0,5,Yes,10159696,8953133,3,0,2
Chikiller,61007726,14,42,0,Yes,10913663,8813663,10,0,15,Yes,10088663,8813663,10,0,8,Yes,9976163,8813663,7,0,5,Yes,10353704,8826204,7,0,6,Yes,10410579,8826204,5,0,6,Yes,9264954,8826204,4,0,2
Geralt of Rivia,53124305,19,33,0,Yes,9198710,7898710,9,0,13,Yes,8950648,7900648,9,0,6,Yes,8565911,7903411,7,0,4,Yes,8594620,7912120,5,0,4,Yes,9405775,7914837,5,0,4,Yes,8408641,7915047,3,0,2
Squanchy420,55360635,11,34,0,Yes,9467202,7767202,8,0,11,Yes,8769142,7769142,8,0,6,Yes,9708011,7775511,7,0,7,Yes,9478600,7788600,6,0,4,Yes,10144934,7792746,5,0,6,Yes,7792746,7792746,2,0,0
Nomad,60743197,13,52,0,Yes,10778635,8578635,10,0,16,Yes,9653635,8578635,10,0,10,Yes,9964300,8585550,6,0,8,Yes,9945675,8596925,6,1,5,Yes,10806804,8606960,6,0,9,Yes,9594148,8606960,2,0,4
T,65487975,8,64,0,Yes,10734413,8734413,11,0,14,Yes,10763896,8738896,11,0,14,Yes,9993861,8740111,8,0,8,Yes,11116297,8743797,8,0,11,Yes,12434579,8743797,8,0,13,Yes,10444929,8744772,4,0,4
Marl Jewel,61709190,14,53,0,No,5085296,2985296,11,0,15,Yes,10849273,9374273,8,0,10,Yes,11199273,9374273,9,0,9,Yes,12089920,9376170,8,0,10,Yes,12114368,9380305,7,0,8,Yes,10371060,9383872,3,0,1
Excessive Fist,57908802,4,33,0,Yes,9418412,8018412,7,0,8,Yes,9093412,8018412,5,0,6,Yes,9954662,8018412,5,0,6,Yes,10407162,8018412,5,0,8,Yes,10029452,8018514,4,0,4,Yes,9005702,8018514,3,0,1
Yosh,54988868,2,27,0,Yes,10124643,8324643,9,0,12,Yes,9375883,8325883,8,0,6,Yes,8988383,8325883,5,0,5,Yes,8497876,8335376,4,0,1,Yes,9663814,8335376,4,0,3,Yes,8338269,8338269,2,0,0
Calaveylon Kwai,44984899,1,19,0,Yes,7656677,7056677,7,0,6,Yes,7159554,7059554,7,0,1,Yes,7635127,7060127,7,0,4,Yes,7727449,7061199,5,0,4,Yes,7743897,7061397,5,0,4,Yes,7062195,7062195,3,0,0
LordPolunXo,49023084,2,20,3,Yes,7834549,6834549,6,0,7,Yes,8857707,7907707,6,0,9,Yes,8282707,7907707,4,0,2,Yes,8232707,7907707,2,0,2,Yes,7907707,7907707,0,0,0,Yes,7907707,7907707,2,0,0
G4reth,63763289,1,57,0,Yes,11070012,8670012,10,0,18,Yes,9905889,8680889,10,0,11,Yes,11071787,8706787,8,0,11,Yes,10762677,8715177,8,0,9,Yes,11240212,8725524,5,0,7,Yes,9712712,8725524,2,0,1
JHang,59404564,9,52,0,Yes,9633197,8033197,8,0,13,Yes,9533197,8033197,9,0,10,Yes,9911947,8033197,7,0,9,Yes,10067179,8035929,7,0,9,Yes,10735850,8042412,6,0,8,Yes,9523194,8042412,3,0,3
El Jefe,62376390,6,46,0,Yes,10535226,8635226,9,0,13,Yes,10086366,8636366,7,0,9,Yes,10390748,8636998,7,0,8,Yes,10509856,8641106,6,0,8,Yes,10999774,8647586,5,0,6,Yes,9854420,8647857,3,0,2
Zarlis Rahn,55953072,0,44,0,Yes,10089190,8089190,10,0,14,Yes,9339190,8089190,9,0,8,Yes,9039190,8089190,5,0,5,Yes,9468483,8119733,5,0,8,Yes,9184108,8119733,4,0,6,Yes,8832911,8119942,2,0,3
JediScum,50003989,1,20,1,Yes,9056893,8756893,4,0,3,No,872169,772169,2,0,1,Yes,10086988,8761988,8,0,7,Yes,10463183,8773183,6,0,7,Yes,9761538,8774350,1,0,1,Yes,9763218,8776030,3,0,1
Jeeves,63236566,13,50,0,Yes,11328740,9028740,11,0,17,Yes,10515727,9040727,9,0,10,Yes,10626344,9051344,7,0,8,Yes,10921935,9069435,7,1,8,Yes,10774101,9067851,7,0,7,Yes,9069719,9069719,1,0,0
Avatany,46469075,4,14,0,No,881594,681594,2,0,2,Yes,9161331,8736331,4,0,4,Yes,9398831,8736331,4,0,4,Yes,8736331,8736331,0,0,0,Yes,9069019,8727769,1,1,2,Yes,9221969,8728375,1,0,2
