Name,Total Territory Points,Platoon Units,Combat Waves,Rogue Actions,P1 Deployed,P1 Territory Points,P1 Deployed GP,P1 Combat Attempts,P1 Special Attempts,P1 Waves,P2 Deployed,P2 Territory Points,P2 Deployed GP,P2 Combat Attempts,P2 Special Attempts,P2 Waves,P3 Deployed,P3 Territory Points,P3 Deployed GP,P3 Combat Attempts,P3 Special Attempts,P3 Waves,P4 Deployed,P4 Territory Points,P4 Deployed GP,P4 Combat Attempts,P4 Special Attempts,P4 Waves,P5 Deployed,P5 Territory Points,P5 Deployed GP,P5 Combat Attempts,P5 Special Attempts,P5 Waves,P6 Deployed,P6 Territory Points,P6 Deployed GP,P6 Combat Attempts,P6 Special Attempts,P6 Waves
Rensalaer,33467583,2,10,0,No,29274,29274,0,0,0,Yes,8493481,8043481,4,0,4,Yes,8264364,7889364,6,0,2,Yes,8302732,8052732,2,1,2,Yes,8377732,8052732,3,0,2,No,0,0,0,0,0
Zick,46412098,9,28,0,Yes,8030175,7130175,5,0,9,Yes,8033624,7133624,5,0,8,Yes,8071038,7138538,3,0,6,Yes,7824947,7142447,2,1,4,Yes,7304947,7142447,1,0,1,Yes,7147367,7147367,0,0,0
Yodizzle,55291047,0,4,0,Yes,9018491,9018491,0,0,0,Yes,9018491,9018491,0,0,0,Yes,9020009,9020009,0,0,0,Yes,9020009,9020009,0,0,0,Yes,10027509,9020009,3,0,3,Yes,9186538,9024038,2,0,1
TheMonkeyBuddha,49670770,17,14,0,Yes,9180912,7880912,6,0,7,Yes,8205912,7880912,3,0,3,Yes,7882475,7882475,1,0,0,Yes,8473725,7882475,2,0,3,Yes,8044975,7882475,1,0,1,Yes,7882771,7882771,0,0,0
Rh Factor,35488121,33,3,0,Yes,9092823,8792823,2,0,3,No,0,0,0,0,0,Yes,8793243,8793243,0,0,0,No,0,0,0,0,0,Yes,8800444,8800444,0,0,0,Yes,8801611,8801611,0,0,0
Nolangoat,42084817,1,30,0,Yes,7276066,6276066,5,0,10,Yes,7028580,6278580,3,0,6,Yes,6872038,6280788,2,0,3,Yes,7126126,6281126,3,0,5,Yes,6786394,6282644,2,0,3,Yes,6995613,6282644,2,0,3
C2,48504029,13,24,0,Yes,9321659,7521659,8,0,15,Yes,7783047,7533047,1,0,2,Yes,8725528,7543028,4,0,7,Yes,7546911,7546911,0,0,0,Yes,7561715,7561715,0,0,0,Yes,7565169,7565169,0,0,0
Digolo Doorjam,44034146,0,3,0,Yes,8117567,7917567,1,0,2,Yes,8017567,7917567,1,0,1,No,4138217,4138217,0,0,0,Yes,7919536,7919536,0,1,0,Yes,7920253,7920253,0,0,0,Yes,7921006,7921006,0,0,0
Siths Mustache,56465355,22,34,0,Yes,9846123,8646123,8,0,12,Yes,9697062,8647062,6,0,9,Yes,9245447,8654197,4,1,4,Yes,9845991,8663491,4,0,6,Yes,9167241,8663491,2,0,3,Yes,8663491,8663491,0,0,0
Mega Kicagemon,82541946,83,106,0,Yes,13539317,10339317,13,0,23,Yes,13793680,10343680,13,0,21,Yes,13812003,10355753,12,0,17,Yes,14182702,10361452,11,1,16,Yes,14612591,10371340,10,0,18,Yes,12601653,10371340,8,0,11
Laseracid,46153839,7,14,0,No,858824,358824,3,0,5,Yes,9589803,8839803,4,0,7,Yes,9181480,8840230,1,1,2,Yes,8840230,8840230,0,0,0,Yes,8840230,8840230,0,0,0,Yes,8843272,8843272,0,0,0
Uhrrr ahhrrr aaargh,43429090,2,13,0,Yes,7563373,6663373,5,0,6,Yes,7163373,6663373,2,0,1,Yes,7687123,6663373,2,0,3,Yes,7687123,6663373,2,0,3,Yes,6664049,6664049,1,0,0,Yes,6664049,6664049,1,0,0
