Name,Total Territory Points,Platoon Units,Combat Waves,Rogue Actions,P1 Deployed,P1 Territory Points,P1 Deployed GP,P1 Combat Attempts,P1 Special Attempts,P1 Waves,P2 Deployed,P2 Territory Points,P2 Deployed GP,P2 Combat Attempts,P2 Special Attempts,P2 Waves,P3 Deployed,P3 Territory Points,P3 Deployed GP,P3 Combat Attempts,P3 Special Attempts,P3 Waves,P4 Deployed,P4 Territory Points,P4 Deployed GP,P4 Combat Attempts,P4 Special Attempts,P4 Waves,P5 Deployed,P5 Territory Points,P5 Deployed GP,P5 Combat Attempts,P5 Special Attempts,P5 Waves,P6 Deployed,P6 Territory Points,P6 Deployed GP,P6 Combat Attempts,P6 Special Attempts,P6 Waves
Ransom23,49002009,0,38,0,Yes,10351439,8751439,7,0,13,Yes,9526439,8751439,5,0,7,Yes,10093829,8752579,5,0,9,Yes,9594526,8753276,3,0,5,No,0,0,0,0,0,Yes,9435776,8753276,2,0,4
Salvare,58365214,12,32,0,Yes,11049127,8749127,10,0,17,Yes,10200155,8750155,4,0,6,Yes,9003022,8753022,1,0,1,Yes,10098022,8753022,4,1,5,Yes,8755114,8755114,0,0,0,Yes,9259774,8756024,2,0,3
Zazztrain,61121161,40,55,0,Yes,10052923,8252923,8,0,12,Yes,10321721,8221721,7,0,12,Yes,10463636,8223636,8,1,8,Yes,10087228,8222228,5,0,7,Yes,10423795,8223951,5,0,9,Yes,9771858,8224045,5,0,7
ItzBerndern,74112861,37,69,0,Yes,12829629,9929629,12,1,20,Yes,13006155,9931155,13,0,18,Yes,12707182,9933432,9,0,12,Yes,11369178,9936678,5,1,5,Yes,12288126,9935938,6,0,9,Yes,11912591,9938215,3,0,5
Cmac,25394233,0,0,0,No,0,0,0,0,0,Yes,8462585,8462585,0,0,0,Yes,8462671,8462671,0,0,0,No,0,0,0,0,0,Yes,8468977,8468977,0,0,0,No,0,0,0,0,0
Aceth,44612790,39,6,0,Yes,7304239,7304239,0,0,0,Yes,7807635,7307635,4,0,5,Yes,7309914,7309914,2,0,0,Yes,7559914,7309914,2,0,1,Yes,7311395,7311395,0,0,0,Yes,7319693,7319693,0,0,0
Trate Daxson,49186543,3,10,0,Yes,8417466,8017466,2,0,4,Yes,8670046,8020046,3,0,6,Yes,8022761,8022761,0,0,0,Yes,8023987,8023987,0,1,0,Yes,8023987,8023987,0,0,0,Yes,8028296,8028296,0,0,0
Excelsior 101,43002421,0,4,0,Yes,7297022,7097022,1,0,2,Yes,7297022,7097022,1,0,2,Yes,7097616,7097616,0,0,0,Yes,7097616,7097616,0,0,0,Yes,7097616,7097616,0,0,0,Yes,7115529,7115529,0,0,0
FateHydro,50547470,54,30,0,Yes,8830513,7730513,8,0,11,Yes,8164027,7739027,6,0,4,Yes,8436281,7898781,3,0,4,Yes,8589450,7748200,4,0,5,Yes,8431850,7749350,3,0,4,Yes,8095349,7754099,2,0,2
Philadelphia Collins,67674266,17,52,0,Yes,12024024,9624024,10,0,18,Yes,11249234,9624234,8,0,14,Yes,12087356,9722356,6,0,8,Yes,11337277,9722277,4,1,6,Yes,10908002,9721752,5,0,4,Yes,10068373,9727123,1,0,2
Saki,28496089,10,0,0,Yes,4748862,4748862,0,0,0,Yes,4748862,4748862,0,0,0,Yes,4748862,4748862,0,0,0,Yes,4749434,4749434,0,0,0,Yes,4749434,4749434,0,0,0,Yes,4750635,4750635,0,0,0
Mc,39867713,5,25,0,Yes,6817373,6117373,4,0,7,Yes,6817373,6117373,4,0,6,Yes,6958669,6117419,4,0,6,Yes,6708669,6117419,2,0,4,Yes,6282803,6120303,1,0,1,Yes,6282826,6120326,1,0,1
SithKebab,86156362,57,99,1,Yes,14135809,11335809,13,0,22,Yes,13760887,11335887,12,0,18,Yes,14796494,11340244,12,1,16,Yes,13796291,11340041,7,0,11,Yes,15596034,11385252,10,0,19,Yes,14070847,11403815,8,0,13
N7 Tesla,60248428,12,34,0,Yes,10778337,8778337,10,0,14,Yes,10003337,8778337,9,0,4,Yes,10121789,8780539,7,0,6,Yes,10126654,8781654,6,1,5,Yes,9285807,8782057,5,0,3,Yes,9932504,8782816,5,0,2
SecretId,33023406,6,3,0,Yes,5647537,5447537,1,0,2,Yes,5448863,5448863,0,0,0,Yes,5573863,5448863,1,0,1,Yes,5450060,5450060,0,0,0,Yes,5451200,5451200,0,0,0,Yes,5451883,5451883,0,0,0
Mr Blargh,36739980,4,7,0,Yes,7683585,7183585,3,0,5,Yes,7436452,7186452,1,0,2,Yes,7195115,7195115,0,0,0,Yes,7197110,7197110,0,0,0,No,26761,26761,0,0,0,Yes,7200957,7200957,0,0,0
MINI Mace Dymond,64122942,24,45,0,Yes,11460738,9360738,10,0,15,Yes,10960738,9360738,6,0,11,Yes,9610738,9360738,3,0,2,Yes,10918424,9394674,6,1,6,Yes,11084674,9394674,5,0,7,Yes,10087630,9405130,3,0,4
Pflapjack,50961357,35,2,0,Yes,8656664,8456664,2,0,2,Yes,8457051,8457051,0,0,0,Yes,8459206,8459206,0,0,0,Yes,8459432,8459432,2,1,0,Yes,8459432,8459432,0,0,0,Yes,8469572,8469572,0,0,0
rockoffanddie,40158710,32,27,1,Yes,6825292,5725292,7,0,8,Yes,6927399,5727399,5,0,7,Yes,6819921,5728671,5,0,6,Yes,5915101,5752601,2,1,1,Yes,6763407,5755907,3,0,3,Yes,6907590,5757902,3,0,2
Yania May,52799404,6,31,0,Yes,9520009,8120009,7,0,14,Yes,8923266,8123266,4,0,7,Yes,8722037,8130787,3,0,4,Yes,8480406,8139156,1,1,2,Yes,8631834,8138240,1,0,2,Yes,8521852,8139977,3,0,2
Grogu,31766952,0,0,0,Yes,7940357,7940357,0,0,0,Yes,7940357,7940357,0,0,0,Yes,7942559,7942559,0,0,0,No,0,0,0,0,0,Yes,7943679,7943679,0,0,0,No,0,0,0,0,0
JangosJuggs,32706096,3,2,0,Yes,6671647,6471647,1,0,2,No,82613,82613,0,0,0,Yes,6487959,6487959,0,0,0,Yes,6487959,6487959,0,0,0,Yes,6487959,6487959,0,0,0,Yes,6487959,6487959,0,0,0
Wabba Dejabba,46127781,6,32,0,Yes,8557022,6957022,8,0,13,Yes,7963747,6963747,6,0,9,Yes,7472038,6968288,4,0,3,Yes,6964355,6964355,0,1,0,Yes,7642878,6976628,4,0,4,Yes,7527741,6983366,3,0,3
s0da p0pinski,68803348,31,69,0,Yes,11834971,9434971,10,0,18,Yes,10898220,9448220,8,0,9,Yes,12065269,9450269,10,0,13,Yes,11658845,9452595,7,1,10,Yes,11377162,9451537,7,0,11,Yes,10968881,9451537,5,0,8
Bobandy,62863266,62,35,1,Yes,10945065,9545065,7,0,11,Yes,10634492,9634492,5,0,8,Yes,10600742,9634492,5,0,6,Yes,10567891,9635391,4,1,5,Yes,10479444,9634444,3,0,5,Yes,9635632,9635632,0,0,0
8,53804211,33,0,0,Yes,8960719,8960719,0,0,0,Yes,8966022,8966022,0,0,0,Yes,8967107,8967107,0,0,0,Yes,8968202,8968202,0,0,0,Yes,8968218,8968218,0,0,0,Yes,8973943,8973943,0,0,0
PaulB086,35497963,2,11,0,Yes,6525665,5625665,4,0,6,Yes,5752669,5627669,1,0,1,Yes,5968919,5627669,2,0,2,Yes,5973679,5632429,1,0,2,Yes,5636297,5636297,1,0,0,Yes,5640734,5640734,0,0,0
DocWho619,42052627,18,0,0,Yes,8409495,8409495,0,0,0,Yes,8410369,8410369,0,0,0,Yes,8410391,8410391,0,0,0,Yes,8410391,8410391,0,0,0,Yes,8411981,8411981,1,0,0,No,0,0,0,0,0
Rensalaer,48627452,4,6,1,Yes,7976086,7976086,0,0,0,Yes,8378898,7978898,3,0,4,Yes,7979108,7979108,0,0,0,Yes,8320358,7979108,2,1,2,Yes,7983909,7983909,0,0,0,Yes,7989093,7989093,0,0,0
Zick,44494950,12,24,0,Yes,7596624,6896624,4,0,7,Yes,7596624,6896624,4,0,6,Yes,7492676,6901426,3,0,4,Yes,7835020,6902520,3,0,6,Yes,6905753,6905753,0,0,0,Yes,7068253,6905753,2,0,1
Yodizzle,59410623,2,29,0,Yes,10139711,8839711,8,0,7,Yes,10089711,8839711,7,0,8,Yes,9341706,8841706,4,0,1,Yes,10382326,8858576,6,0,6,Yes,10373152,8861902,5,0,6,Yes,9084017,8864642,3,0,1
TheMonkeyBuddha,46749027,1,15,0,Yes,8769527,7369527,6,0,8,Yes,7622335,7372335,2,0,2,Yes,7716578,7375328,2,0,2,Yes,7716751,7375501,1,0,2,Yes,7543069,7380569,1,0,1,Yes,7380767,7380767,0,0,0
Rh Factor,43230689,28,9,0,Yes,8225459,8225459,0,0,0,Yes,9031921,8231921,3,0,4,No,0,0,0,0,0,Yes,9166529,8234029,2,0,3,Yes,8564660,8239660,2,0,2,Yes,8242120,8242120,0,0,0
Nolangoat,40500962,5,33,1,Yes,6945293,5945293,6,0,10,Yes,6646166,5946166,3,0,6,Yes,6790523,5949273,3,0,5,Yes,6881790,5949290,3,0,5,Yes,6794290,5949290,3,0,5,Yes,6442900,5949306,1,0,2
C2,37322973,8,20,1,Yes,6852293,6852293,0,0,0,Yes,7511869,6861869,3,0,6,Yes,8046052,6863552,4,0,7,Yes,8046052,6863552,4,0,7,Yes,6866707,6866707,0,0,0,No,0,0,0,0,0
Digolo Doorjam,47635757,0,4,0,Yes,8048273,7848273,1,0,2,Yes,7848273,7848273,0,0,0,Yes,7848879,7848879,0,0,0,Yes,7848879,7848879,0,0,0,Yes,8180536,7855536,2,0,2,Yes,7860917,7860917,0,0,0
Siths Mustache,36563627,7,25,0,No,0,0,0,0,0,Yes,9266126,8216126,7,0,9,Yes,8935729,8219479,3,1,5,Yes,9476412,8218912,6,0,7,Yes,8885360,8219110,4,0,4,No,0,0,0,0,0
Mega Kicagemon,77266993,73,80,0,Yes,13129419,10029419,13,0,22,Yes,11914876,10039876,8,0,9,Yes,13752981,10046731,12,0,18,Yes,12506969,10050719,8,1,11,Yes,14206657,10050719,10,0,16,Yes,11756091,10055934,4,0,4
Laseracid,46480024,3,16,0,Yes,9536964,8436964,8,0,11,Yes,8887647,8437647,3,0,4,Yes,8441537,8441537,1,0,0,Yes,8441714,8441714,0,0,0,No,2562898,2562898,4,0,0,Yes,8609264,8446764,2,0,1
Uhrrr ahhrrr aaargh,38035991,3,14,0,Yes,6443603,5843603,3,0,6,Yes,5968603,5843603,3,0,1,Yes,6867353,5843603,2,0,3,Yes,6876868,5853118,2,0,3,Yes,6021032,5858532,1,0,1,Yes,5858532,5858532,0,0,0
