Name,Total Territory Points,Platoon Units,Combat Waves,Rogue Actions,P1 Deployed,P1 Territory Points,P1 Deployed GP,P1 Combat Attempts,P1 Special Attempts,P1 Waves,P2 Deployed,P2 Territory Points,P2 Deployed GP,P2 Combat Attempts,P2 Special Attempts,P2 Waves,P3 Deployed,P3 Territory Points,P3 Deployed GP,P3 Combat Attempts,P3 Special Attempts,P3 Waves,P4 Deployed,P4 Territory Points,P4 Deployed GP,P4 Combat Attempts,P4 Special Attempts,P4 Waves,P5 Deployed,P5 Territory Points,P5 Deployed GP,P5 Combat Attempts,P5 Special Attempts,P5 Waves,P6 Deployed,P6 Territory Points,P6 Deployed GP,P6 Combat Attempts,P6 Special Attempts,P6 Waves
Rh Factor,39770022,57,0,0,Yes,7949983,7949983,0,0,0,Yes,7949983,7949983,0,0,0,Yes,7952243,7952243,0,0,0,No,0,0,0,0,0,Yes,7957711,7957711,0,0,0,Yes,7960102,7960102,0,0,0
Nolangoat,25044591,1,15,0,Yes,6469957,5769957,4,0,7,No,0,0,0,0,0,Yes,6021309,5771309,2,0,2,Yes,6275759,5772009,2,0,3,Yes,6277566,5773816,2,0,3,No,0,0,0,0,0
ItzBerndern,72384699,32,65,0,Yes,12061533,9761533,11,1,17,Yes,11486550,9761550,7,0,12,Yes,12537430,9763680,10,1,13,Yes,12403208,9764458,6,0,10,Yes,12155105,9766355,5,0,8,Yes,11740873,9766497,3,0,5
C2,43271274,14,24,1,Yes,8147866,6647866,7,0,12,Yes,7203767,6653767,4,0,5,Yes,6653767,6653767,0,0,0,Yes,6909973,6659973,1,0,1,Yes,7345554,6663054,2,0,4,Yes,7010347,6669097,1,0,2
Aceth,45956885,30,19,0,Yes,8129286,7129286,4,0,7,Yes,7879496,7129496,5,0,7,Yes,7129496,7129496,3,0,0,Yes,7382211,7132211,1,0,1,Yes,8303198,7133198,5,0,4,Yes,7133198,7133198,1,0,0
Digolo Doorjam,46742496,9,6,0,Yes,7875700,7675700,1,0,2,Yes,8126611,7676611,2,0,4,Yes,7678402,7678402,0,0,0,Yes,7685355,7685355,0,0,0,Yes,7688109,7688109,0,0,0,Yes,7688319,7688319,0,0,0
Trate Daxson,47636832,4,4,0,Yes,8270914,7870914,2,0,4,Yes,7870984,7870984,0,0,0,Yes,7871126,7871126,0,0,0,Yes,7873525,7873525,0,0,0,Yes,7873525,7873525,0,0,0,Yes,7876758,7876758,0,0,0
Excelsior 101,38517865,0,4,1,Yes,7350624,6950624,2,0,4,Yes,6953112,6953112,0,0,0,Yes,6953112,6953112,0,0,0,No,3327877,3327877,0,0,0,Yes,6966570,6966570,0,0,0,Yes,6966570,6966570,0,0,0
FateHydro,49337749,24,30,0,Yes,8582133,7482133,8,0,11,Yes,8432707,7482707,4,0,5,Yes,7751620,7501620,1,0,2,Yes,8520077,7516327,5,0,6,Yes,8365270,7520270,3,0,5,Yes,7685942,7523442,1,0,1
Mega Kicagemon,74621536,74,80,1,Yes,12344426,9844426,12,0,19,Yes,11921895,9846895,8,0,13,Yes,13214798,9849798,11,0,16,Yes,12478377,9859627,9,1,12,Yes,11910518,9863018,6,0,9,Yes,12751522,9865115,7,0,11
Philadelphia Collins,67795545,36,56,0,Yes,11522363,9322363,10,0,16,Yes,10628624,9328624,6,0,8,Yes,11986988,9338238,8,0,11,Yes,11894232,9342982,6,1,9,Yes,12075285,9345285,6,0,10,Yes,9688053,9346803,3,0,2
Mc,40230664,10,32,0,Yes,6781220,5981220,4,0,8,Yes,6431298,5981298,2,0,4,Yes,6950237,5983987,4,0,7,Yes,7078987,5983987,4,0,7,Yes,6831847,5986847,3,0,5,Yes,6157075,5994575,1,0,1
Tango Sket,36136756,0,7,0,Yes,5992788,5792788,1,0,2,Yes,6552356,5802356,2,0,3,Yes,5803343,5803343,2,0,0,Yes,5812974,5812974,2,0,0,Yes,6154434,5813184,1,0,2,Yes,5820861,5820861,1,0,0
SithKebab,78499545,56,57,3,Yes,13010415,11210415,9,0,15,Yes,13260590,11210590,9,0,15,Yes,13665927,11209677,8,1,11,Yes,12574677,11209677,3,0,5,Yes,12574677,11209677,3,0,5,Yes,13413259,11219508,4,0,6
Mugami Chinzano,51919392,13,0,0,Yes,8650565,8650565,0,0,0,Yes,8650808,8650808,0,0,0,Yes,8651088,8651088,0,0,0,Yes,8654251,8654251,0,0,0,Yes,8655391,8655391,0,0,0,Yes,8657289,8657289,0,0,0
Daggo,53836341,7,19,1,Yes,9304992,8504992,4,0,8,Yes,8810698,8510698,3,0,3,Yes,8761685,8511685,2,0,2,Yes,8757572,8507572,1,1,2,Yes,9693822,8507572,4,0,4,Yes,8507572,8507572,0,0,0
Skcampy,36795724,2,5,0,Yes,9111065,9011065,1,0,1,Yes,9136065,9011065,1,0,1,Yes,9020170,9020170,2,0,0,No,0,0,0,0,0,Yes,9528424,9024674,2,0,3,No,0,0,0,0,0
OhMyPretzel,45676640,13,38,0,Yes,8080405,6780405,9,0,13,Yes,7730405,6780405,5,0,9,Yes,7409820,6784820,3,1,4,Yes,7876746,6785496,4,0,6,Yes,7289444,6785694,2,0,3,Yes,7289820,6786070,2,0,3
Ransom23,54327232,0,19,0,Yes,9023667,8623667,2,0,4,Yes,9275776,8625776,3,0,6,Yes,9128711,8628711,2,0,3,Yes,8795918,8633418,1,0,1,Yes,8962007,8637007,2,0,2,Yes,9141153,8637403,2,0,3
Salvare,40769386,10,21,0,Yes,9672086,8572086,5,0,8,No,1849900,949900,4,0,5,No,235287,235287,0,0,0,Yes,8825537,8575537,2,0,1,Yes,10266213,8576213,4,1,4,Yes,9920363,8591925,2,0,3
Cmac,41876777,0,0,0,No,0,0,0,0,0,Yes,8375323,8375323,0,0,0,Yes,8375323,8375323,0,0,0,Yes,8375323,8375323,0,0,0,Yes,8375392,8375392,0,0,0,Yes,8375416,8375416,0,0,0
Saki,27124471,3,0,0,Yes,4516778,4516778,0,0,0,Yes,4520227,4520227,0,0,0,Yes,4520437,4520437,0,0,0,Yes,4520647,4520647,0,0,0,Yes,4520647,4520647,0,0,0,Yes,4525735,4525735,0,0,0
N7 Tesla,60138809,10,37,1,Yes,10383068,8583068,10,0,12,Yes,9233750,8583750,6,0,6,Yes,10641250,8583750,10,0,7,Yes,10469434,8600684,5,1,5,Yes,10468208,8599458,5,0,5,Yes,8943099,8601849,4,0,2
MINI Mace Dymond,64240495,11,44,0,Yes,11355620,9255620,10,0,15,Yes,10607972,9257972,6,0,9,Yes,11041438,9267688,5,0,7,Yes,10794088,9270338,4,1,6,Yes,10456588,9270338,4,0,4,Yes,9984789,9271820,3,0,3
Yania May,53423473,7,39,0,Yes,9411030,8011030,7,0,14,Yes,8762234,8012234,4,0,7,Yes,8606103,8014853,4,0,4,Yes,8861638,8016638,3,0,5,Yes,9040598,8016848,3,0,6,Yes,8741870,8028901,2,0,3
Sam S,46488580,0,6,0,Yes,8133259,7433259,3,0,4,Yes,7933259,7433259,1,0,1,Yes,7433259,7433259,0,0,0,Yes,7433259,7433259,0,0,0,Yes,8117657,7435157,1,0,1,Yes,7437887,7437887,0,0,0
Grogu,47877919,10,11,0,Yes,8130123,7730123,2,0,4,Yes,7736369,7736369,0,0,0,Yes,7986369,7736369,1,0,2,Yes,8001191,7751191,2,0,2,Yes,7759100,7759100,0,0,0,Yes,8264767,7761017,2,0,3
Wabba Dejabba,38695621,1,31,1,Yes,7917267,6917267,5,0,10,Yes,7417267,6917267,3,0,5,Yes,7508517,6917267,3,0,4,Yes,7926285,6918785,4,0,6,Yes,7926285,6918785,5,0,6,No,0,0,0,0,0
Siths Mustache,54280999,13,41,0,Yes,9292125,8092125,7,0,12,Yes,9747484,8097484,7,0,11,Yes,9064307,8098057,5,0,7,Yes,8943267,8098267,4,0,5,Yes,9119350,8111850,4,0,6,Yes,8114466,8114466,0,0,0
Laseracid,52195219,3,23,0,Yes,9292140,8192140,7,0,11,Yes,9318658,8193658,6,0,7,Yes,8790024,8198774,2,0,4,Yes,8199008,8199008,0,0,0,Yes,8378405,8215905,2,0,1,Yes,8216984,8216984,0,0,0
Uhrrr ahhrrr aaargh,30743729,1,11,0,Yes,6368295,5768295,3,0,6,Yes,6021569,5771569,1,0,2,No,0,0,0,0,0,Yes,5934069,5771569,1,0,1,Yes,6616569,5771569,2,0,2,Yes,5803227,5803227,0,0,0
