Name,Total Territory Points,Platoon Units,Combat Waves,Rogue Actions,P1 Deployed,P1 Territory Points,P1 Deployed GP,P1 Combat Attempts,P1 Special Attempts,P1 Waves,P2 Deployed,P2 Territory Points,P2 Deployed GP,P2 Combat Attempts,P2 Special Attempts,P2 Waves,P3 Deployed,P3 Territory Points,P3 Deployed GP,P3 Combat Attempts,P3 Special Attempts,P3 Waves,P4 Deployed,P4 Territory Points,P4 Deployed GP,P4 Combat Attempts,P4 Special Attempts,P4 Waves,P5 Deployed,P5 Territory Points,P5 Deployed GP,P5 Combat Attempts,P5 Special Attempts,P5 Waves,P6 Deployed,P6 Territory Points,P6 Deployed GP,P6 Combat Attempts,P6 Special Attempts,P6 Waves
Philadelphia Collins,67552646,23,53,0,Yes,11871005,9571005,10,0,17,Yes,11172880,9572880,6,0,11,Yes,12565896,9575896,9,0,13,Yes,11192104,9577104,4,1,6,Yes,11166289,9581914,4,0,6,Yes,9584472,9584472,2,0,0
Saki,28375579,7,2,0,Yes,4876532,4676532,1,0,2,Yes,4677594,4677594,0,0,0,Yes,4703519,4703519,0,0,0,Yes,4704707,4704707,0,0,0,Yes,4704707,4704707,0,0,0,Yes,4708520,4708520,0,0,0
Mc,40917347,5,32,0,Yes,6694388,6094388,4,0,6,Yes,6794388,6094388,4,0,6,Yes,7185638,6094388,4,0,8,Yes,6685784,6094534,2,0,4,Yes,7119802,6096052,3,0,6,Yes,6437347,6096097,1,0,2
SithKebab,83628065,50,84,1,Yes,14060785,11260785,13,0,22,Yes,13317692,11267692,8,0,15,Yes,13723974,11267724,8,1,11,Yes,13723974,11267724,7,0,11,Yes,14710693,11267724,9,0,16,Yes,14090947,11281727,5,0,9
N7 Tesla,60369562,14,41,1,Yes,10376549,8676549,10,0,11,Yes,9429056,8679056,5,0,7,Yes,10956014,8682264,7,0,8,Yes,10195671,8671921,6,1,6,Yes,10380511,8690511,6,0,7,Yes,9031761,8690511,5,0,2
Mr Blargh,43624910,4,8,0,Yes,7513925,7113925,3,0,4,Yes,7569963,7119963,2,0,4,Yes,7132197,7132197,0,0,0,Yes,7136068,7136068,0,0,0,Yes,7136068,7136068,0,0,0,Yes,7136689,7136689,0,0,0
MINI Mace Dymond,65312571,6,42,0,Yes,11541230,9341230,10,0,16,Yes,10591230,9341230,5,0,8,Yes,11239980,9341230,7,0,7,Yes,10531302,9348802,4,1,4,Yes,10357137,9349637,5,0,3,Yes,11051692,9351535,3,0,4
Pflapjack,51209587,12,4,0,Yes,9111340,8411340,3,0,4,Yes,8412734,8412734,0,0,0,Yes,8413425,8413425,0,0,0,Yes,8413425,8413425,0,0,0,Yes,8428753,8428753,0,0,0,Yes,8429910,8429910,0,0,0
rockoffanddie,39636125,27,25,0,Yes,7073464,5673464,8,0,11,Yes,6525589,5675589,4,0,4,Yes,6800589,5675589,4,0,5,Yes,6024654,5683404,2,1,2,Yes,6529901,5684901,3,0,2,Yes,6681928,5694740,2,0,1
Yania May,54670667,2,40,0,Yes,9793798,8093798,8,0,14,Yes,8951972,8101972,5,0,8,Yes,8943621,8102371,4,0,5,Yes,8945557,8104307,3,1,5,Yes,8940738,8105894,2,0,4,Yes,9094981,8107793,2,0,4
Sam S,46965460,0,6,0,Yes,8076957,7476957,2,0,3,Yes,8476957,7476957,2,0,2,Yes,7977633,7477633,1,0,1,Yes,7477633,7477633,0,0,0,Yes,7478140,7478140,0,0,0,Yes,7478140,7478140,0,0,0
Grogu,47345764,26,0,0,Yes,7880636,7880636,0,0,0,Yes,7885989,7885989,0,0,0,Yes,7885989,7885989,0,0,0,Yes,7894984,7894984,0,0,0,Yes,7897958,7897958,0,0,0,Yes,7900208,7900208,0,0,0
JangosJuggs,38663525,1,2,0,Yes,6598448,6398448,1,0,2,Yes,6398606,6398606,0,0,0,Yes,6399760,6399760,0,0,0,Yes,6399852,6399852,0,0,0,Yes,6432675,6432675,0,0,0,Yes,6434184,6434184,0,0,0
Wabba Dejabba,45476869,3,26,0,Yes,6939967,6939967,0,0,0,Yes,8039967,6939967,6,0,10,Yes,7444390,6940640,2,1,3,Yes,8123140,6940640,6,0,7,Yes,7769390,6940640,4,0,5,Yes,7160015,6940640,1,0,1
s0da p0pinski,65838360,52,54,0,Yes,11085379,9385379,10,0,14,Yes,10935379,9385379,9,0,10,Yes,11625577,9385577,10,0,11,Yes,11255231,9390231,7,1,8,Yes,11053397,9389803,7,0,9,Yes,9883397,9389803,3,0,2
Bobandy,59717282,58,24,0,Yes,10668747,9468747,7,0,12,Yes,10043957,9468957,4,0,5,Yes,9843957,9468957,3,0,3,Yes,9718957,9468957,2,1,1,Yes,9972707,9468957,2,0,3,Yes,9468957,9468957,0,0,0
8,45239880,57,1,0,Yes,8862969,8862969,0,0,0,Yes,8874854,8874854,0,0,0,No,863585,738585,2,0,1,Yes,8877292,8877292,0,0,0,Yes,8880353,8880353,0,0,0,Yes,8880827,8880827,0,0,0
PaulB086,35214774,5,10,0,Yes,6438616,5538616,5,0,6,Yes,6040287,5540287,2,0,1,Yes,5714752,5552252,3,0,1,Yes,5898486,5557236,1,0,2,Yes,5558406,5558406,1,0,0,Yes,5564227,5564227,0,0,0
Zick,44276672,15,25,0,Yes,7646447,6846447,4,0,8,Yes,7546447,6846447,3,0,6,Yes,7440632,6849382,3,0,4,Yes,7781882,6849382,3,0,6,Yes,7011882,6849382,2,0,1,Yes,6849382,6849382,0,0,0
Yodizzle,57643283,1,26,0,Yes,10106338,8806338,6,0,7,Yes,9908714,8808714,6,0,7,Yes,9866214,8808714,4,0,4,Yes,9310766,8810766,3,0,3,Yes,9135766,8810766,3,0,2,Yes,9315485,8811735,2,0,3
TheMonkeyBuddha,45466550,17,10,0,Yes,8110905,7310905,5,0,5,Yes,7315313,7315313,1,0,0,Yes,7565523,7315523,2,0,2,Yes,7659488,7318238,2,0,2,Yes,7488455,7325955,1,0,1,Yes,7326866,7326866,1,0,0
Rh Factor,49196252,54,0,0,Yes,8185529,8185529,0,0,0,Yes,8190366,8190366,0,0,0,Yes,8204892,8204892,0,0,0,Yes,8204892,8204892,0,0,0,Yes,8204892,8204892,0,0,0,Yes,8205681,8205681,0,0,0
Nolangoat,38253404,7,21,1,Yes,6685670,5885670,4,0,8,Yes,6143553,5893553,2,0,2,Yes,6393614,5893614,2,0,4,Yes,6234909,5893659,1,0,2,Yes,6402907,5899157,2,0,3,Yes,6392751,5899157,1,0,2
C2,43948539,20,26,0,Yes,8093426,6793426,8,0,13,Yes,7445172,6795172,4,0,6,Yes,6798059,6798059,0,0,0,Yes,7988281,6805781,4,0,7,Yes,6805781,6805781,0,0,0,Yes,6817820,6817820,0,0,0
Digolo Doorjam,43239665,2,3,0,No,3777128,3777128,0,0,0,Yes,8170777,7820777,3,0,3,Yes,7822586,7822586,0,0,0,Yes,7822848,7822848,0,0,0,Yes,7823058,7823058,0,0,0,Yes,7823268,7823268,0,0,0
Siths Mustache,54707095,12,41,0,Yes,10097288,8197288,9,0,16,Yes,9275007,8200007,5,0,9,Yes,9291188,8199938,5,1,8,Yes,9133282,8200782,3,0,5,Yes,8704532,8200782,2,0,3,Yes,8205798,8205798,0,0,0
Mega Kicagemon,76479114,75,88,0,Yes,12561667,9961667,12,0,20,Yes,13161667,9961667,12,0,19,Yes,13326877,9961877,10,0,16,Yes,12077087,9962087,7,1,9,Yes,12661807,9968369,9,0,14,Yes,12690009,9966102,7,0,10
Laseracid,51966570,0,18,0,Yes,9540283,8340283,8,0,12,Yes,9000799,8350799,4,0,6,Yes,8350799,8350799,0,0,0,Yes,8350853,8350853,0,0,0,Yes,8350853,8350853,0,0,0,Yes,8372983,8372983,3,0,0
Uhrrr ahhrrr aaargh,30200629,1,3,0,No,0,0,0,0,0,Yes,5835002,5835002,1,0,0,Yes,5835002,5835002,2,0,0,Yes,6858752,5835002,2,0,3,Yes,5835509,5835509,1,0,0,Yes,5836364,5836364,0,0,0
