Name,Total Territory Points,Platoon Units,Combat Waves,Rogue Actions,P1 Deployed,P1 Territory Points,P1 Deployed GP,P1 Combat Attempts,P1 Special Attempts,P1 Waves,P2 Deployed,P2 Territory Points,P2 Deployed GP,P2 Combat Attempts,P2 Special Attempts,P2 Waves,P3 Deployed,P3 Territory Points,P3 Deployed GP,P3 Combat Attempts,P3 Special Attempts,P3 Waves,P4 Deployed,P4 Territory Points,P4 Deployed GP,P4 Combat Attempts,P4 Special Attempts,P4 Waves,P5 Deployed,P5 Territory Points,P5 Deployed GP,P5 Combat Attempts,P5 Special Attempts,P5 Waves,P6 Deployed,P6 Territory Points,P6 Deployed GP,P6 Combat Attempts,P6 Special Attempts,P6 Waves
Zazztrain,59865141,37,53,0,Yes,9470816,8070816,6,0,11,Yes,9471417,8071417,5,0,9,Yes,10096668,8072918,5,1,8,Yes,10224668,8109668,7,0,9,Yes,9996098,8127348,5,0,8,Yes,10605474,8127348,5,0,8
Cmac,41983876,1,0,0,Yes,8391377,8391377,0,0,0,Yes,8397044,8397044,0,0,0,No,0,0,0,0,0,Yes,8397044,8397044,0,0,0,Yes,8397044,8397044,0,0,0,Yes,8401367,8401367,0,0,0
Aceth,43703382,0,7,0,Yes,7452490,7152490,2,0,3,Yes,7453630,7153630,2,0,3,Yes,7157081,7157081,4,0,0,Yes,7157489,7157489,0,0,0,Yes,7322596,7160096,2,0,1,Yes,7160096,7160096,0,0,0
Trate Daxson,48378737,4,8,0,Yes,8317509,7917509,2,0,4,Yes,8371421,7921421,3,0,4,Yes,7921421,7921421,2,0,0,Yes,7921421,7921421,0,0,0,Yes,7922989,7922989,0,0,0,Yes,7923976,7923976,0,0,0
Excelsior 101,42010464,0,0,0,Yes,6986473,6986473,0,0,0,Yes,6996425,6996425,0,0,0,Yes,6997260,6997260,0,0,0,Yes,6997260,6997260,0,0,0,Yes,7014822,7014822,0,0,0,Yes,7018224,7018224,0,0,0
Philadelphia Collins,66088484,36,45,0,Yes,11253965,9453965,7,0,12,Yes,10860967,9460967,7,0,9,Yes,12272217,9460967,9,0,12,Yes,11326492,9461492,5,1,7,Yes,10670859,9484609,4,0,4,Yes,9703984,9484609,4,0,1
Saki,27759880,7,2,0,Yes,4537804,4537804,0,0,0,Yes,4573101,4573101,0,0,0,Yes,4573101,4573101,0,0,0,Yes,4918022,4576772,1,0,2,Yes,4578926,4578926,0,0,0,Yes,4578926,4578926,0,0,0
Mc,39794919,4,25,0,Yes,6667198,6067198,3,0,6,Yes,6517198,6067198,2,0,4,Yes,6783448,6067198,4,0,5,Yes,6664947,6073697,2,0,4,Yes,6922314,6077314,3,0,5,Yes,6239814,6077314,1,0,1
SithKebab,78906875,19,55,0,Yes,12827102,11227102,7,0,13,Yes,12480408,11230408,4,0,7,Yes,13688931,11232681,7,1,11,Yes,12605860,11240860,3,0,5,Yes,13593261,11241073,7,0,12,Yes,13711313,11243343,4,0,7
Mr Blargh,43413723,4,10,0,Yes,7533516,7033516,3,0,5,Yes,7436391,7036391,2,0,4,Yes,7042295,7042295,0,0,0,Yes,7292295,7042295,1,0,1,Yes,7049939,7049939,0,0,0,Yes,7059287,7059287,0,0,0
MINI Mace Dymond,63148219,16,37,0,Yes,10803078,9303078,6,0,9,Yes,10653078,9303078,5,0,9,Yes,10054218,9304218,7,0,5,Yes,10839103,9315353,5,1,6,Yes,9823768,9320018,2,0,3,Yes,10974974,9321536,5,0,5
Pflapjack,50276499,26,0,0,Yes,8370872,8370872,0,0,0,Yes,8370889,8370889,0,0,0,Yes,8375641,8375641,0,0,0,Yes,8381901,8381901,0,0,0,Yes,8388493,8388493,0,0,0,Yes,8388703,8388703,0,0,0
Yania May,53573251,3,34,0,Yes,9851679,8051679,8,0,15,Yes,8802550,8052550,2,0,3,Yes,9224106,8061606,6,0,8,Yes,8906247,8064997,4,0,5,Yes,8227521,8065021,3,0,1,Yes,8561148,8067554,1,0,2
Sam S,22416260,0,0,0,Yes,7468048,7468048,0,0,0,No,0,0,0,0,0,Yes,7471255,7471255,0,0,0,No,0,0,0,0,0,Yes,7476957,7476957,0,0,0,No,0,0,0,0,0
Grogu,40758818,18,14,0,Yes,8691227,7791227,5,0,9,No,0,0,0,0,0,Yes,7799720,7799720,0,0,0,Yes,8140970,7799720,1,0,2,Yes,7809962,7809962,0,0,0,Yes,8316939,7813189,2,0,3
JangosJuggs,38164297,0,3,0,Yes,6473354,6273354,1,0,2,Yes,6382164,6282164,1,0,1,Yes,6285019,6285019,0,0,0,Yes,6300036,6300036,0,0,0,Yes,6350435,6350435,0,0,0,Yes,6373289,6373289,0,0,0
Wabba Dejabba,40281205,2,33,0,Yes,8231617,6931617,6,0,10,Yes,7933135,6933135,5,0,9,No,1566377,975127,4,0,4,Yes,7956885,6933135,3,0,6,Yes,7438783,6935033,2,0,3,Yes,7154408,6935033,2,0,1
Bobandy,61804493,75,33,0,Yes,11152906,9452906,9,0,14,Yes,10002906,9452906,3,0,5,Yes,11226656,9452906,7,0,8,Yes,9781504,9456504,2,1,2,Yes,9959373,9455623,2,0,3,Yes,9681148,9461773,1,0,1
8,44448925,44,0,0,Yes,8812733,8812733,0,0,0,Yes,8815882,8815882,0,0,0,Yes,8821950,8821950,0,0,0,No,330595,330595,0,0,0,Yes,8831396,8831396,0,0,0,Yes,8836369,8836369,0,0,0
PaulB086,34418131,0,10,0,Yes,6349594,5449594,4,0,6,Yes,5462805,5462805,2,0,0,Yes,5809173,5467923,3,0,2,Yes,5817832,5476582,2,0,2,Yes,5486919,5486919,0,0,0,Yes,5491808,5491808,0,0,0
DocWho619,51208816,21,9,0,Yes,8850236,8350236,3,0,5,Yes,8601574,8351574,1,0,2,Yes,8352131,8352131,0,0,0,Yes,8693604,8352354,1,0,2,Yes,8353713,8353713,0,0,0,Yes,8357558,8357558,0,0,0
Rensalaer,50126843,3,22,0,Yes,8903941,7903941,6,0,10,Yes,8557869,7907869,4,0,6,Yes,8048052,7923052,1,0,1,Yes,8766376,7925126,3,1,5,Yes,7925126,7925126,0,0,0,Yes,7925479,7925479,1,0,0
Zick,43583189,19,22,0,Yes,7388478,6788478,4,0,6,Yes,7488478,6788478,3,0,6,Yes,7383599,6792349,4,0,4,Yes,7727838,6795338,3,0,6,Yes,6797398,6797398,1,0,0,Yes,6797398,6797398,1,0,0
Yodizzle,57986106,3,26,0,Yes,10360677,8760677,6,0,10,Yes,9010677,8760677,2,0,2,Yes,9635677,8760677,7,0,4,Yes,9943515,8761015,5,0,4,Yes,10273405,8762155,5,0,6,Yes,8762155,8762155,0,0,0
Rh Factor,50103751,32,4,0,Yes,8126393,8126393,0,0,0,Yes,8152313,8152313,0,0,0,Yes,8152313,8152313,0,0,0,Yes,9344065,8161565,3,0,4,Yes,8161985,8161985,0,0,0,Yes,8166682,8166682,0,0,0
Nolangoat,36874686,0,16,0,Yes,6487132,5787132,4,0,7,Yes,6043673,5793673,1,0,2,Yes,6043673,5793673,2,0,2,Yes,6155344,5814094,1,0,2,Yes,6317844,5814094,2,0,3,Yes,5827020,5827020,0,0,0
C2,43563100,12,23,0,Yes,8024973,6724973,6,0,10,Yes,7378084,6728084,4,0,6,Yes,6736847,6736847,0,0,0,Yes,7426289,6743789,2,0,4,Yes,7250075,6746325,2,0,3,Yes,6746832,6746832,0,0,0
Digolo Doorjam,47078700,9,5,0,Yes,7921442,7721442,1,0,2,Yes,7973662,7723662,1,0,2,Yes,7886973,7761973,1,0,1,Yes,7764616,7764616,0,0,0,Yes,7764616,7764616,0,0,0,Yes,7767391,7767391,0,0,0
Siths Mustache,53130239,9,31,0,Yes,9637320,8137320,7,0,12,Yes,9097085,8147085,5,0,8,Yes,8742311,8151061,4,0,4,Yes,8836014,8153514,2,0,4,Yes,8659670,8155920,2,0,3,Yes,8157839,8157839,0,0,0
Mega Kicagemon,73426382,60,79,0,Yes,12400066,9900066,11,0,19,Yes,10884423,9909423,8,0,9,Yes,13283541,9918541,10,1,16,Yes,12730088,9932588,10,0,13,Yes,12517676,9935957,9,0,14,Yes,11610588,9940900,5,0,8
Laseracid,52308303,4,19,0,Yes,9464162,8264162,5,0,9,Yes,8714734,8264734,5,0,4,Yes,8859733,8268483,6,0,4,Yes,8609733,8268483,1,0,2,Yes,8328409,8328409,0,0,0,Yes,8331532,8331532,2,0,0
Uhrrr ahhrrr aaargh,30264776,0,7,0,No,746128,346128,2,0,4,Yes,6070440,5820440,1,0,2,Yes,5821427,5821427,0,0,0,Yes,5821427,5821427,0,0,0,Yes,5983927,5821427,1,0,1,Yes,5821427,5821427,0,0,0
