Name,Total Territory Points,Platoon Units,Combat Waves,Rogue Actions,P1 Deployed,P1 Territory Points,P1 Deployed GP,P1 Combat Attempts,P1 Special Attempts,P1 Waves,P2 Deployed,P2 Territory Points,P2 Deployed GP,P2 Combat Attempts,P2 Special Attempts,P2 Waves,P3 Deployed,P3 Territory Points,P3 Deployed GP,P3 Combat Attempts,P3 Special Attempts,P3 Waves,P4 Deployed,P4 Territory Points,P4 Deployed GP,P4 Combat Attempts,P4 Special Attempts,P4 Waves,P5 Deployed,P5 Territory Points,P5 Deployed GP,P5 Combat Attempts,P5 Special Attempts,P5 Waves,P6 Deployed,P6 Territory Points,P6 Deployed GP,P6 Combat Attempts,P6 Special Attempts,P6 Waves
SithKebab,68216846,86,51,12,Yes,14887691,11687691,13,0,23,No,1366403,866403,2,0,4,Yes,13211441,11687691,6,0,8,Yes,12873941,11687691,3,1,4,Yes,14189617,11685085,7,0,12,Yes,11687753,11687753,0,0,0
N7 Tesla,53658541,25,34,2,Yes,11113976,9313976,10,0,12,Yes,10690021,9315021,6,0,5,Yes,11005274,9319024,7,0,7,Yes,11186047,9321047,6,1,8,Yes,9663223,9321973,6,0,2,No,0,0,0,0,0
SecretId,37399619,7,2,0,Yes,6396749,6196749,1,0,2,Yes,6198570,6198570,0,0,0,Yes,6200316,6200316,0,0,0,Yes,6200316,6200316,0,0,0,Yes,6201303,6201303,0,0,0,Yes,6202365,6202365,0,0,0
Mr Blargh,48657166,7,8,1,Yes,8348067,7948067,2,0,4,Yes,8147238,7947238,1,1,2,Yes,8288488,7947238,1,0,2,Yes,7955157,7955157,0,0,0,Yes,7957362,7957362,0,0,0,Yes,7960854,7960854,0,0,0
MINI Mace Dymond,70483468,15,55,1,Yes,11704922,9704922,10,0,14,Yes,11706819,9706819,10,0,11,Yes,11482467,9708717,7,0,8,Yes,12602643,9713893,9,1,11,Yes,11298308,9713933,6,0,6,Yes,11688309,9713933,3,0,5
Pflapjack,52144388,50,4,0,Yes,9681185,8981185,4,0,4,Yes,8983518,8983518,0,0,0,Yes,8992346,8992346,0,0,0,No,6485967,6485967,0,1,0,Yes,9000686,9000686,0,0,0,Yes,9000686,9000686,0,0,0
rockoffanddie,48494967,13,29,2,Yes,8538772,7138772,9,0,11,Yes,8213772,7138772,7,0,6,Yes,8480914,7139664,5,0,6,Yes,7643414,7139664,5,1,3,Yes,7483950,7142700,3,0,2,Yes,8134145,7146957,1,0,1
Yania May,46182637,19,18,0,Yes,9668604,8668604,5,0,10,Yes,8976353,8676353,2,0,3,Yes,8676655,8676655,0,0,0,No,707710,366460,1,1,2,Yes,8909210,8746710,1,0,1,Yes,9244105,8750511,2,0,2
Grogu,42009071,44,0,0,Yes,8377597,8377597,0,0,0,Yes,8377613,8377613,0,0,0,Yes,8377892,8377892,0,0,0,No,0,0,0,0,0,Yes,8424456,8424456,0,0,0,Yes,8451513,8451513,0,0,0
Thessa Odai,40253532,5,2,0,Yes,7932216,7932216,0,0,0,Yes,8190457,7940457,2,0,2,Yes,8020116,8020116,0,0,0,No,0,0,0,0,0,Yes,8049486,8049486,0,0,0,Yes,8061257,8061257,1,0,0
JangosJuggs,30324717,0,4,0,No,343968,143968,1,0,2,Yes,7383924,7383924,0,0,0,Yes,7417775,7417775,0,0,0,Yes,7759025,7417775,1,0,2,Yes,7420025,7420025,0,0,0,No,0,0,0,0,0
Wabba Dejabba,52845248,4,44,2,Yes,9274768,7674768,8,0,13,Yes,8685452,7685452,6,0,8,Yes,8962753,7689003,4,0,8,Yes,8781515,7686515,4,1,7,Yes,8399755,7686786,4,0,3,Yes,8741005,7686786,5,0,5
s0da p0pinski,71793271,32,64,4,Yes,12502413,10102413,11,0,18,Yes,11653079,10103079,9,0,10,Yes,13005579,10103079,11,0,15,Yes,12516754,10148004,9,1,11,Yes,11519684,10154684,6,0,8,Yes,10595762,10157012,3,0,2
Bobandy,66227039,27,35,2,Yes,12553376,10153376,12,0,18,Yes,10353376,10153376,1,0,2,Yes,11210876,10153376,5,0,6,Yes,10658241,10154491,2,1,3,Yes,11066835,10164960,3,0,5,Yes,10384335,10164960,1,0,1
8,57616073,26,8,0,Yes,9628695,9428695,2,0,2,Yes,9878695,9428695,3,0,4,Yes,9778503,9437253,2,0,2,Yes,9443282,9443282,0,1,0,Yes,9443344,9443344,0,0,0,Yes,9443554,9443554,0,0,0
PaulB086,43983607,7,18,0,Yes,7827541,6827541,6,0,7,Yes,7134640,6884640,2,0,2,Yes,7477060,6885810,3,0,4,Yes,7569317,6886817,3,0,4,Yes,7051628,6889128,1,0,1,Yes,6923421,6923421,0,0,0
DocWho619,42802485,9,1,1,Yes,8533253,8533253,0,0,0,Yes,8660968,8535968,1,0,0,Yes,8535968,8535968,0,0,1,Yes,8536148,8536148,0,0,0,Yes,8536148,8536148,0,0,0,No,0,0,0,0,0
Rensalaer,49681473,2,5,3,Yes,8151523,8151523,0,0,0,Yes,8496124,8171124,4,0,3,Yes,8171523,8171523,0,1,0,Yes,8178004,8178004,0,0,0,Yes,8340504,8178004,1,0,1,Yes,8343795,8181295,3,0,1
Zick,49000931,4,37,0,Yes,8341501,7341501,6,0,10,Yes,8492867,7342867,5,0,10,Yes,8659560,7352060,6,0,8,Yes,8450696,7355696,4,1,7,Yes,7696995,7355745,2,0,2,Yes,7359312,7359312,2,0,0
Yodizzle,60734658,0,31,1,Yes,10237588,9237588,6,0,7,Yes,10194173,9244173,10,0,9,Yes,10767923,9244173,6,0,6,Yes,9573029,9248029,3,1,2,Yes,10204410,9318785,6,0,5,Yes,9757535,9318785,3,0,2
TheMonkeyBuddha,51595103,10,17,0,Yes,9480342,8080342,6,0,8,Yes,8344144,8094144,3,0,2,Yes,8686363,8095113,2,0,3,Yes,8814956,8132456,2,1,4,Yes,8134649,8134649,0,0,0,Yes,8134649,8134649,1,0,0
Rh Factor,54283385,30,0,1,Yes,9033714,9033714,0,0,0,Yes,9034851,9034851,0,0,0,Yes,9039860,9039860,0,0,0,Yes,9058120,9058120,0,0,0,Yes,9058315,9058315,0,0,0,Yes,9058525,9058525,0,0,0
C2,48690668,11,16,1,Yes,9358357,7758357,8,0,13,Yes,7761603,7761603,0,0,0,Yes,7761603,7761603,0,0,0,Yes,7767886,7767886,0,0,0,Yes,8271636,7767886,2,0,3,Yes,7769583,7769583,0,0,0
Digolo Doorjam,32992850,1,4,0,Yes,8541750,8141750,2,0,4,No,0,0,0,0,0,No,0,0,0,0,0,Yes,8148818,8148818,0,1,0,Yes,8151141,8151141,0,0,0,Yes,8151141,8151141,0,0,0
Siths Mustache,49011319,14,31,1,Yes,10424373,8724373,10,0,14,Yes,9349373,8724373,5,0,5,No,1464554,998304,4,1,3,Yes,9415779,8733279,2,0,4,Yes,9111349,8786349,3,0,2,Yes,9245891,8742141,3,0,3
Mega Kicagemon,81675580,96,92,11,Yes,13017771,10517771,13,0,19,Yes,13040871,10565871,12,0,18,Yes,14138675,10932425,10,0,17,Yes,13511443,10551443,10,1,14,Yes,15210674,10561142,11,0,18,Yes,12756146,10562395,4,0,6
Laseracid,49760961,6,25,3,Yes,9205296,9005296,2,0,2,Yes,10013671,9013671,3,0,5,Yes,10662817,9014067,5,0,7,Yes,9855515,9014265,3,1,5,Yes,10023662,9016162,4,0,6,No,0,0,0,0,0
Uhrrr ahhrrr aaargh,36152231,0,9,0,Yes,7268461,6768461,5,0,5,No,0,0,0,0,0,Yes,7476880,6794380,2,0,1,Yes,7818130,6794380,2,0,3,Yes,6794380,6794380,1,0,0,Yes,6794380,6794380,1,0,0
